400	-4.3E-11
405	-1.44E-10
410	-1.285E-09
415	-9.682E-09
420	-6.2271E-08
425	-4.9334E-08
430	-3.5422E-08
435	-3.4865E-08
440	-3.335E-08
445	-3.3934E-08
450	-3.6659E-08
455	-4.0277E-08
460	-4.4779E-08
465	-5.1005E-08
470	-5.8437E-08
475	-6.4138E-08
480	-6.2471E-08
485	-6.2762E-08
490	-6.644E-08
495	-7.0464E-08
500	-7.4567E-08
505	-7.8561E-08
510	-8.2475E-08
515	-8.576E-08
520	-8.6523E-08
525	-8.7867E-08
530	-8.8702E-08
535	-8.8841E-08
540	-8.8601E-08
545	-9.0601E-08
550	-9.2382E-08
555	-9.4822E-08
560	-9.7561E-08
565	-1.00242E-07
570	-1.02505E-07
575	-1.03934E-07
580	-1.03855E-07
585	-1.01835E-07
590	-9.8658E-08
595	-9.478E-08
600	-9.0736E-08
605	-8.7915E-08
610	-8.7415E-08
615	-8.7181E-08
620	-8.297E-08
625	-7.9082E-08
630	-7.6807E-08
635	-7.5763E-08
640	-7.5742E-08
645	-7.5616E-08
650	-1.00682E-07
655	-1.04912E-07
660	-1.09628E-07
665	-1.14587E-07
670	-1.18974E-07
675	-1.23348E-07
680	-1.27507E-07
685	-1.29822E-07
690	-1.30166E-07
695	-0.000000129
700	-1.26785E-07
705	-1.25601E-07
710	-1.26261E-07
715	-1.28039E-07
720	-1.29396E-07
725	-1.29427E-07
730	-1.29017E-07
735	-1.29963E-07
740	-1.33765E-07
745	-1.42962E-07
750	-1.65972E-07
755	-1.97783E-07
760	-2.13735E-07
765	-2.16496E-07
770	-2.02746E-07
775	-1.60838E-07
780	-1.46909E-07
785	-1.81511E-07
790	-2.40926E-07
795	-3.00647E-07
800	-3.30879E-07
805	-3.26205E-07
810	-3.11024E-07
815	-3.06208E-07
820	-3.01775E-07
825	-2.94569E-07
830	-2.87067E-07
835	-2.77781E-07
840	-2.64657E-07
845	-2.4589E-07
850	-2.21657E-07
855	-1.97265E-07
860	-1.73169E-07
865	-1.50467E-07
870	-1.30068E-07
875	-1.11934E-07
880	-9.6616E-08
885	-8.6306E-08
890	-8.1266E-08
895	-7.9551E-08
900	-7.8768E-08
905	-7.6384E-08
910	-7.241E-08
915	-6.8452E-08
920	-6.626E-08
925	-6.6868E-08
930	-6.9239E-08
935	-7.2248E-08
940	-7.6299E-08
945	-8.0221E-08
950	-8.4035E-08
955	-8.7922E-08
960	-9.2335E-08
965	-9.6671E-08
970	-1.01119E-07
975	-1.05961E-07
980	-1.10814E-07
985	-1.14938E-07
990	-1.17137E-07
995	-1.17764E-07
1000	-1.17624E-07
1005	-1.18332E-07
1010	-1.17251E-07
1015	-1.13096E-07
1020	-1.07782E-07
1025	-1.01443E-07
1030	-9.428E-08
1035	-8.722E-08
1040	-8.0217E-08
1045	-0.00000007
1050	-6.2871E-08
1055	-6.677E-08
1060	-1.02239E-07
1065	-1.23005E-07
1070	-7.7274E-08
1075	-5.8274E-08
1080	-5.094E-08
1085	-4.4658E-08
1090	-3.9542E-08
1095	-3.5631E-08
1100	-3.307E-08
