wl,bg,wl1,39_C.sexpl_intact_bright_i2_p1_r1,39_C.sexpl_intact_bright_i2_p1_r1_cal,wl1,40_C.sexpl_intact_darkpt_i2_p1_r1,40_C.sexpl_intact_darkpt_i2_p1_r1_cal,wl1,41_C.sexpl_intact_bright_i2_p2_r1,41_C.sexpl_intact_bright_i2_p2_r1_cal,wl1,42_C.sexpl_intact_darkpt_i2_p2_r1,42_C.sexpl_intact_darkpt_i2_p2_r1_cal,wl1,43_C.sexpl_alterd_darkpt_i2_p1_r1,43_C.sexpl_alterd_darkpt_i2_p1_r1_cal,wl1,44_C.sexpl_alterd_bright_i2_p1_r1,44_C.sexpl_alterd_bright_i2_p1_r1_cal,wl,45_C.sexpl_alterd_darkpt_i2_p2_r1,45_C.sexpl_alterd_darkpt_i2_p2_r1_cal,wl,46_C.sexpl_alterd_bright_i2_p2_r1,46_C.sexpl_alterd_bright_i2_p2_r1_cal,wl,47_T.bonvo_intact_bright_i2_p1_r1,47_T.bonvo_intact_bright_i2_p1_r1_cal,wl,48_T.bonvo_intact_darkpt_i2_p1_r1,48_T.bonvo_intact_darkpt_i2_p1_r1_cal,wl,49.T.bonvo_intact_bright_2_2_1,49.T.bonvo_intact_bright_2_2_1_cal,wl,50_T.bonvo_intact_darkpt_i2_p2_r1,50_T.bonvo_intact_darkpt_i2_p2_r1_cal,wl,51_T.bonvo_alterd_bright_i2_p1_r1,51_T.bonvo_alterd_bright_i2_p2_r1.txt,wl,52_T.bonvo_alterd_darkpt_i2_p1_r1,52_T.bonvo_alterd_darkpt_i2_p1_r1_cal,wl,std2204New,wl,std2204old,difference,wl,53_T.bonvo_alterd_bright_i2_p2_r1,53_T.bonvo_alterd_bright_i2_p2_r1_cal,wl,54_T.bonvo_alterd_darkpt_i2_p2_r1,54_T.bonvo_alterd_darkpt_i2_p2_r1_cal,wl,55_C.scala_intact_bright_i2_p1_r1,55_C.scala_intact_bright_i2_p1_r1_cal,wl,56_C.scala_intact_darkpt_i2_p1_r1,56_C.scala_intact_darkpt_i2_p1_r1_cal,wl,57_C.scala_intact_bright_i2_p2_r1,57_C.scala_intact_bright_i2_p2_r1_cal,wl,58_C.scala_intact_darkpt_i2_p2_r1,58_C.scala_intact_darkpt_i2_p2_r1_cal,wl,59_C.scala_alterd_bright_i2_p1_r1,59_C.scala_alterd_bright_i2_p1_r1_cal,wl,60_C.scala_alterd_darkpt_i2_p1_r1,60_C.scala_alterd_darkpt_i2_p1_r1_cal,wl,61_C.scala_alterd_bright_i2_p2_r1,61_C.scala_alterd_bright_i2_p2_r1_cal,wl,62_C.scala_alterd_darkpt_i2_p2_r1,62_C.scala_alterd_darkpt_i2_p2_r1_cal,wl,63_C.octos_intact_bright_i2_p1_r1,63_C.octos_intact_bright_i2_p1_r1_cal,wl,64_C.octos_intact_darkpt_i2_p1_r1,64_C.octos_intact_darkpt_i2_p1_r1_cal,wl,65_C.octos_intact_bright_i2_p2_r1,65_C.octos_intact_bright_i2_p2_r1_cal,wl,66_C.octos_intact_darkpt_i2_p2_r1,66_C.octos_intact_darkpt_i2_p2_r1_cal,wl,67_C.octos_alterd_bright_i2_p1_r1,67_C.octos_alterd_bright_i2_p1_r1_cal,wl,68_C.octos_alterd_darkpt_i2_p1_r1,68_C.octos_alterd_darkpt_i2_p1_r1_cal,wl,69_C.octos_alterd_bright_i2_p2_r1,69_C.octos_alterd_bright_i2_p2_r1_cal,wl,70_C.octos_alterd_darkpt_i2_p2_r1,70_C.octos_alterd_darkpt_i2_p2_r1_cal,wl,71_T.bruck_intact_bright_i2_p1_r1,71_T.bruck_intact_bright_i2_p1_r1_cal,wl,72_T.bruck_intact_bright_i2_p2_r1,72_T.bruck_intact_bright_i2_p2_r1_cal,wl,73_T.bruck_alterd_bright_i2_p1_r1,73_T.bruck_alterd_bright_i2_p1_r1_cal,wl,74_T.bruck_alterd_bright_i2_p2_r1,74_T.bruck_alterd_bright_i2_p2_r1_cal
835,-7.94E-07,835,-3.57E-07,44.94920361,835,-6.94E-08,8.737407961,835,-4.43E-07,55.85651058,835,-8.28E-08,10.43007529,835,-1.20E-07,15.08513088,835,-2.70E-07,34.04151878,835,-1.18E-07,14.86962721,835,-1.99E-07,25.02726858,835,-3.88E-07,48.89237916,835,-6.37E-08,8.02703935,835,-3.63E-07,45.68652592,835,-7.15E-08,8.999261922,835,-2.73E-07,34.36937153,835,-7.15E-08,9.007322842,835,-7.85E-07,835,-8.10E-07,2.50E-08,835,-2.81E-07,35.83322397,835,-7.46E-08,9.502319519,835,-3.02E-07,38.46744838,835,-5.72E-08,7.291609597,835,-3.51E-07,44.75964534,835,-6.20E-08,7.901144279,835,-3.11E-07,39.61758834,835,-7.40E-08,9.427784028,835,-2.59E-07,32.94838194,835,-6.97E-08,8.882846772,835,-3.31E-07,42.11089607,835,-6.93E-08,8.835832077,835,-3.59E-07,45.75447117,835,-7.62E-08,9.70477575,835,-2.64E-07,33.60480391,835,-6.67E-08,8.499211962,835,-1.59E-07,20.30091953,835,-8.01E-08,10.20206126,835,-2.63E-07,33.48771311,835,-3.15E-07,40.08161955,835,-3.03E-07,38.61333408,835,-2.50E-07,31.83786683
840,-7.60E-07,840,-3.41E-07,44.83488847,840,-6.66E-08,8.758026711,840,-4.24E-07,55.7082052,840,-7.95E-08,10.46162305,840,-1.14E-07,15.02497784,840,-2.58E-07,33.91895553,840,-1.13E-07,14.81807875,840,-1.89E-07,24.88484415,840,-3.73E-07,49.03390094,840,-6.22E-08,8.17902493,840,-3.48E-07,45.77981096,840,-6.81E-08,8.954666344,840,-2.61E-07,34.31091948,840,-6.91E-08,9.082778051,840,-7.50E-07,840,-7.74E-07,2.41E-08,840,-2.69E-07,35.89023569,840,-7.18E-08,9.575456296,840,-2.88E-07,38.37925727,840,-5.49E-08,7.317264955,840,-3.35E-07,44.65552053,840,-5.95E-08,7.930457729,840,-2.97E-07,39.56339502,840,-7.05E-08,9.39833541,840,-2.47E-07,32.93035777,840,-6.68E-08,8.904289417,840,-3.16E-07,42.11052397,840,-6.60E-08,8.802201683,840,-3.43E-07,45.72184424,840,-7.26E-08,9.672346352,840,-2.52E-07,33.576869,840,-6.35E-08,8.461154018,840,-1.52E-07,20.22869785,840,-7.68E-08,10.23662764,840,-2.52E-07,33.5712715,840,-3.01E-07,40.17632124,840,-2.89E-07,38.5123978,840,-2.39E-07,31.85737037
845,-7.11E-07,845,-3.18E-07,44.69173817,845,-6.24E-08,8.780701989,845,-3.95E-07,55.6149123,845,-7.46E-08,10.49760689,845,-1.07E-07,15.00349714,845,-2.40E-07,33.79656929,845,-1.05E-07,14.75764199,845,-1.76E-07,24.79829886,845,-3.49E-07,49.13767748,845,-5.93E-08,8.34246905,845,-3.26E-07,45.85233773,845,-6.45E-08,9.074405311,845,-2.44E-07,34.31445535,845,-6.56E-08,9.238496385,845,-7.00E-07,845,-7.23E-07,2.25E-08,845,-2.52E-07,35.95013467,845,-6.79E-08,9.701573537,845,-2.69E-07,38.35171364,845,-5.17E-08,7.384541121,845,-3.12E-07,44.56288578,845,-5.61E-08,8.007643465,845,-2.76E-07,39.47209821,845,-6.59E-08,9.41794272,845,-2.30E-07,32.88460824,845,-6.28E-08,8.968789185,845,-2.95E-07,42.09289838,845,-6.18E-08,8.821546802,845,-3.20E-07,45.69726623,845,-6.81E-08,9.724709585,845,-2.35E-07,33.58868676,845,-5.92E-08,8.459938932,845,-1.42E-07,20.22233457,845,-7.23E-08,10.32453307,845,-2.36E-07,33.70850864,845,-2.82E-07,40.30613848,845,-2.69E-07,38.46525165,845,-2.23E-07,31.88518807
850,-6.45E-07,850,-2.90E-07,44.91412491,850,-5.70E-08,8.844878754,850,-3.60E-07,55.88714844,850,-6.82E-08,10.58192768,850,-9.70E-08,15.04315086,850,-2.19E-07,33.94141164,850,-9.51E-08,14.74916964,850,-1.60E-07,24.83125168,850,-3.19E-07,49.5230368,850,-5.52E-08,8.563928892,850,-2.98E-07,46.27372987,850,-5.96E-08,9.251177864,850,-2.22E-07,34.51370542,850,-6.01E-08,9.328435198,850,-6.34E-07,850,-6.55E-07,2.11E-08,850,-2.30E-07,36.24482447,850,-6.24E-08,9.844473806,850,-2.45E-07,38.55375145,850,-4.72E-08,7.449301047,850,-2.84E-07,44.83439866,850,-5.10E-08,8.039619446,850,-2.51E-07,39.63852458,850,-5.97E-08,9.417344387,850,-2.10E-07,33.04253635,850,-5.72E-08,9.018911001,850,-2.69E-07,42.35014206,850,-5.60E-08,8.830337068,850,-2.91E-07,45.95291328,850,-6.18E-08,9.740726609,850,-2.14E-07,33.68173261,850,-5.35E-08,8.433638058,850,-1.29E-07,20.28494215,850,-6.59E-08,10.38512599,850,-2.15E-07,33.94677674,850,-2.58E-07,40.6586528,850,-2.45E-07,38.61051284,850,-2.03E-07,32.03927888
855,-5.76E-07,855,-2.59E-07,45.01560336,855,-5.13E-08,8.898947858,855,-3.23E-07,55.99922244,855,-6.14E-08,10.65315417,855,-8.65E-08,15.01601991,855,-1.96E-07,33.96637728,855,-8.48E-08,14.72113552,855,-1.43E-07,24.89560155,855,-2.87E-07,49.82140316,855,-5.05E-08,8.768948795,855,-2.68E-07,46.47544597,855,-5.43E-08,9.420506181,855,-1.99E-07,34.59936337,855,-5.42E-08,9.404364775,855,-5.67E-07,855,-5.86E-07,1.86E-08,855,-2.06E-07,36.36009381,855,-5.64E-08,9.939167387,855,-2.19E-07,38.54724666,855,-4.25E-08,7.499691429,855,-2.54E-07,44.715321,855,-4.58E-08,8.073633911,855,-2.25E-07,39.5981521,855,-5.33E-08,9.399079576,855,-1.87E-07,32.99931233,855,-5.13E-08,9.051187558,855,-2.40E-07,42.35748417,855,-4.99E-08,8.804506903,855,-2.60E-07,45.93197327,855,-5.53E-08,9.751732407,855,-1.91E-07,33.63496905,855,-4.76E-08,8.395605946,855,-1.15E-07,20.21423659,855,-5.91E-08,10.41895156,855,-1.93E-07,34.0211239,855,-2.31E-07,40.78659214,855,-2.19E-07,38.56364502,855,-1.82E-07,32.04379948
860,-5.07E-07,860,-2.29E-07,45.04735989,860,-4.55E-08,8.971481605,860,-2.85E-07,56.05983878,860,-5.44E-08,10.72577769,860,-7.64E-08,15.05683777,860,-1.73E-07,34.00079212,860,-7.47E-08,14.72402793,860,-1.27E-07,25.04428598,860,-2.54E-07,50.0666999,860,-4.56E-08,8.982122062,860,-2.37E-07,46.67160594,860,-4.82E-08,9.504686727,860,-1.76E-07,34.70089478,860,-4.86E-08,9.567150151,860,-5.00E-07,860,-5.17E-07,1.65E-08,860,-1.82E-07,36.49241329,860,-5.04E-08,10.08301685,860,-1.93E-07,38.50013699,860,-3.79E-08,7.575512131,860,-2.23E-07,44.56630648,860,-4.08E-08,8.156090069,860,-1.97E-07,39.46390037,860,-4.71E-08,9.428841704,860,-1.65E-07,32.91714915,860,-4.56E-08,9.119053476,860,-2.11E-07,42.289393,860,-4.42E-08,8.832664359,860,-2.29E-07,45.81205914,860,-4.91E-08,9.818626892,860,-1.68E-07,33.6237223,860,-4.21E-08,8.418280105,860,-1.01E-07,20.16103388,860,-5.25E-08,10.49320126,860,-1.70E-07,34.07930499,860,-2.04E-07,40.86624708,860,-1.93E-07,38.50093696,860,-1.60E-07,32.03218278
865,-4.42E-07,865,-1.99E-07,45.1012963,865,-4.00E-08,9.052847884,865,-2.48E-07,56.08931998,865,-4.78E-08,10.81874389,865,-6.69E-08,15.14556252,865,-1.50E-07,34.04085346,865,-6.54E-08,14.81039758,865,-1.11E-07,25.12944925,865,-2.23E-07,50.37273237,865,-4.04E-08,9.149482203,865,-2.07E-07,46.90023355,865,-4.45E-08,10.07395807,865,-1.54E-07,34.8456114,865,-4.35E-08,9.853758555,865,-4.36E-07,865,-4.50E-07,1.42E-08,865,-1.60E-07,36.65098514,865,-4.49E-08,10.29432668,865,-1.68E-07,38.47866258,865,-3.36E-08,7.703435722,865,-1.93E-07,44.29022747,865,-3.63E-08,8.314877735,865,-1.72E-07,39.36797025,865,-4.16E-08,9.53225947,865,-1.43E-07,32.86105341,865,-4.02E-08,9.220233756,865,-1.84E-07,42.13860269,865,-3.90E-08,8.950392267,865,-1.99E-07,45.69377003,865,-4.36E-08,9.986427684,865,-1.47E-07,33.68204098,865,-3.73E-08,8.542076473,865,-8.81E-08,20.20441009,865,-4.65E-08,10.65151703,865,-1.49E-07,34.1845835,865,-1.79E-07,40.92649399,865,-1.68E-07,38.42616156,865,-1.40E-07,32.07216254
870,-3.83E-07,870,-1.73E-07,45.12325075,870,-3.50E-08,9.138158891,870,-2.15E-07,56.12701696,870,-4.17E-08,10.89668249,870,-5.80E-08,15.15913685,870,-1.30E-07,34.06098026,870,-5.67E-08,14.81385716,870,-9.53E-08,24.90062109,870,-1.94E-07,50.61403371,870,-3.61E-08,9.430680269,870,-1.80E-07,47.09097937,870,-3.90E-08,10.17687096,870,-1.34E-07,34.95499872,870,-3.84E-08,10.02016308,870,-3.78E-07,870,-3.91E-07,1.26E-08,870,-1.39E-07,36.76533155,870,-3.97E-08,10.49339489,870,-1.45E-07,38.44785806,870,-2.96E-08,7.811711357,870,-1.67E-07,44.12463433,870,-3.17E-08,8.38752811,870,-1.48E-07,39.23560921,870,-3.62E-08,9.57668616,870,-1.24E-07,32.82076217,870,-3.53E-08,9.325113168,870,-1.59E-07,42.09857327,870,-3.40E-08,8.992413172,870,-1.72E-07,45.58095656,870,-3.79E-08,10.02750919,870,-1.27E-07,33.57653818,870,-3.23E-08,8.534190937,870,-7.63E-08,20.16309963,870,-4.05E-08,10.69660879,870,-1.30E-07,34.22396867,870,-1.55E-07,41.01538242,870,-1.45E-07,38.37386601,870,-1.21E-07,32.01477727
875,-3.30E-07,875,-1.49E-07,45.06074469,875,-3.04E-08,9.215317963,875,-1.85E-07,56.05053474,875,-3.62E-08,10.96949132,875,-4.97E-08,15.05741206,875,-1.12E-07,34.04186991,875,-4.84E-08,14.6699185,875,-8.18E-08,24.78868119,875,-1.68E-07,50.81619051,875,-3.16E-08,9.585239495,875,-1.55E-07,46.89005362,875,-3.38E-08,10.25024995,875,-1.15E-07,34.93652862,875,-3.35E-08,10.14784743,875,-3.26E-07,875,-3.37E-07,1.08E-08,875,-1.20E-07,36.76768357,875,-3.46E-08,10.5968197,875,-1.25E-07,38.30790297,875,-2.57E-08,7.876623158,875,-1.43E-07,43.90329824,875,-2.75E-08,8.412697926,875,-1.28E-07,39.07678735,875,-3.11E-08,9.536004313,875,-1.07E-07,32.72567982,875,-3.06E-08,9.378857824,875,-1.37E-07,42.06073268,875,-2.92E-08,8.939276513,875,-1.49E-07,45.51458583,875,-3.26E-08,9.993352673,875,-1.09E-07,33.36927587,875,-2.76E-08,8.440880143,875,-6.54E-08,20.04000649,875,-3.50E-08,10.70617895,875,-1.12E-07,34.20095758,875,-1.34E-07,41.04188429,875,-1.25E-07,38.20834622,875,-1.04E-07,31.94944355
880,-2.85E-07,880,-1.28E-07,45.00150948,880,-2.65E-08,9.290332999,880,-1.59E-07,55.97754734,880,-3.15E-08,11.06204321,880,-4.28E-08,15.02601223,880,-9.69E-08,33.99844137,880,-4.16E-08,14.61915427,880,-7.05E-08,24.74742511,880,-1.45E-07,50.88427541,880,-2.82E-08,9.899742335,880,-1.35E-07,47.24080796,880,-3.00E-08,10.53161837,880,-9.94E-08,34.89465222,880,-2.91E-08,10.21006368,880,-2.82E-07,880,-2.91E-07,9.51E-09,880,-1.04E-07,36.89261423,880,-3.02E-08,10.73502513,880,-1.08E-07,38.19289304,880,-2.24E-08,7.967537426,880,-1.23E-07,43.74704765,880,-2.40E-08,8.537585907,880,-1.10E-07,39.0282538,880,-2.70E-08,9.571842091,880,-9.21E-08,32.72468967,880,-2.67E-08,9.494770116,880,-1.18E-07,42.05146419,880,-2.53E-08,8.976931683,880,-1.28E-07,45.49022393,880,-2.84E-08,10.10069081,880,-0.000000094,33.38601694,880,-2.39E-08,8.47756211,880,-5.64E-08,20.02131022,880,-3.05E-08,10.83944522,880,-9.65E-08,34.27891531,880,-1.16E-07,41.10635577,880,-1.07E-07,38.16838628,880,-9.00E-08,31.95823196
885,-2.53E-07,885,-1.14E-07,44.99584997,885,-2.37E-08,9.382633098,885,-1.41E-07,55.84206158,885,-2.82E-08,11.15252362,885,-3.82E-08,15.09386981,885,-8.61E-08,34.02790404,885,-3.70E-08,14.61009446,885,-6.25E-08,24.68874748,885,-1.29E-07,51.03869412,885,-2.55E-08,10.09406743,885,-1.20E-07,47.30643058,885,-2.72E-08,10.76004901,885,-8.84E-08,34.95039722,885,-2.66E-08,10.50551362,885,-2.50E-07,885,-2.58E-07,8.56E-09,885,-9.26E-08,37.04913047,885,-2.74E-08,10.9577201,885,-9.55E-08,38.21076725,885,-2.03E-08,8.119853065,885,-1.09E-07,43.65041256,885,-2.17E-08,8.697670324,885,-9.74E-08,38.98065673,885,-2.42E-08,9.678439093,885,-8.20E-08,32.80073308,885,-2.41E-08,9.653229614,885,-1.05E-07,42.11183405,885,-2.27E-08,9.099421382,885,-1.14E-07,45.51071203,885,-2.56E-08,10.24865349,885,-8.36E-08,33.45417877,885,-2.14E-08,8.572423231,885,-5.02E-08,20.10155819,885,-2.75E-08,10.99613455,885,-8.59E-08,34.39053084,885,-1.03E-07,41.2351044,885,-9.54E-08,38.17275296,885,-8.00E-08,32.02123999
890,-2.37E-07,890,-1.06E-07,44.90672744,890,-2.24E-08,9.466953659,890,-1.32E-07,55.8251034,890,-2.66E-08,11.22056217,890,-3.58E-08,15.12577024,890,-8.07E-08,34.07444923,890,-3.46E-08,14.59778847,890,-5.85E-08,24.66911454,890,-1.21E-07,51.12855575,890,-2.48E-08,10.47860218,890,-1.12E-07,47.34658563,890,-2.63E-08,11.0909935,890,-8.31E-08,35.06541741,890,-2.52E-08,10.63982443,890,-2.34E-07,890,-2.42E-07,7.98E-09,890,-8.71E-08,37.22275177,890,-2.63E-08,11.23012939,890,-8.94E-08,38.20800082,890,-1.93E-08,8.264551124,890,-1.02E-07,43.55484696,890,-2.06E-08,8.818085838,890,-9.11E-08,38.9602951,890,-2.28E-08,9.761873213,890,-7.68E-08,32.83892781,890,-2.28E-08,9.760590893,890,-9.85E-08,42.11009998,890,-2.15E-08,9.19893482,890,-1.06E-07,45.3471026,890,-2.42E-08,10.339772,890,-7.82E-08,33.4339242,890,-2.02E-08,8.61376955,890,-4.70E-08,20.10549218,890,-2.60E-08,11.10916388,890,-8.07E-08,34.474313,890,-9.67E-08,41.33985322,890,-8.94E-08,38.20372642,890,-7.50E-08,32.05329321
895,-2.31E-07,895,-1.04E-07,44.88596783,895,-2.21E-08,9.540539722,895,-1.29E-07,55.81194103,895,-2.61E-08,11.28552823,895,-3.50E-08,15.14804062,895,-7.89E-08,34.12917155,895,-3.37E-08,14.59897282,895,-5.69E-08,24.62843816,895,-1.19E-07,51.37915965,895,-2.47E-08,10.70271159,895,-1.10E-07,47.50539765,895,-2.62E-08,11.32057511,895,-8.13E-08,35.19399097,895,-2.52E-08,10.92467517,895,-2.28E-07,895,-2.36E-07,7.90E-09,895,-8.53E-08,37.39573334,895,-2.61E-08,11.46045647,895,-8.71E-08,38.18384245,895,-1.92E-08,8.395246799,895,-9.91E-08,43.44462416,895,-2.04E-08,8.946660179,895,-8.89E-08,38.97852644,895,-2.25E-08,9.848733897,895,-7.50E-08,32.85424365,895,-2.24E-08,9.837337436,895,-9.61E-08,42.12789459,895,-2.12E-08,9.282855778,895,-1.03E-07,45.36624281,895,-2.39E-08,10.46501944,895,-7.63E-08,33.4328332,895,-1.97E-08,8.649913869,895,-4.58E-08,20.07267435,895,-2.56E-08,11.20315945,895,-7.89E-08,34.58694404,895,-9.46E-08,41.48618617,895,-8.72E-08,38.20838867,895,-7.32E-08,32.08147593
900,-2.28E-07,900,-1.02E-07,44.82958182,900,-2.19E-08,9.605587366,900,-1.27E-07,55.71494962,900,-2.59E-08,11.34835106,900,-3.46E-08,15.16752453,900,-7.79E-08,34.13624685,900,-3.32E-08,14.57520409,900,-5.61E-08,24.58809396,900,-1.18E-07,51.64587042,900,-2.50E-08,10.94061012,900,-1.09E-07,47.63203353,900,-2.66E-08,11.65832186,900,-8.25E-08,36.14864569,900,-2.50E-08,10.94718659,900,-2.25E-07,900,-2.33E-07,7.79E-09,900,-8.45E-08,37.49517655,900,-2.63E-08,11.65611791,900,-8.58E-08,38.0637893,900,-1.91E-08,8.491934303,900,-9.74E-08,43.2088033,900,-2.04E-08,9.060547057,900,-8.76E-08,38.86171001,900,-2.23E-08,9.897498902,900,-7.40E-08,32.80256896,900,-2.23E-08,9.894837688,900,-9.48E-08,42.04984454,900,-2.11E-08,9.347958183,900,-1.02E-07,45.26636536,900,-2.38E-08,10.57344729,900,-7.53E-08,33.37872182,900,-1.96E-08,8.702613756,900,-4.52E-08,20.05446618,900,-2.55E-08,11.29862814,900,-7.81E-08,34.61796053,900,-9.37E-08,41.54110911,900,-8.61E-08,38.1817698,900,-7.23E-08,32.0760575
905,-2.22E-07,905,-9.92E-08,44.75745115,905,-2.15E-08,9.694280569,905,-1.23E-07,55.61493706,905,-2.53E-08,11.41358562,905,-3.37E-08,15.19930668,905,-7.57E-08,34.15905716,905,-3.23E-08,14.5646669,905,-5.45E-08,24.61012083,905,-1.15E-07,51.85990981,905,-2.48E-08,11.2145272,905,-1.06E-07,47.80290959,905,-2.65E-08,11.96381741,905,-7.86E-08,35.49107848,905,-2.48E-08,11.19150684,905,-2.20E-07,905,-2.28E-07,7.51E-09,905,-8.27E-08,37.5557947,905,-2.61E-08,11.8604894,905,-8.35E-08,37.89680648,905,-1.90E-08,8.604757818,905,-9.46E-08,42.96158055,905,-2.02E-08,9.165996903,905,-8.52E-08,38.66964541,905,-2.19E-08,9.933840991,905,-7.21E-08,32.72441617,905,-2.19E-08,9.949733684,905,-9.21E-08,41.81730669,905,-2.07E-08,9.40166283,905,-9.90E-08,44.96496796,905,-2.35E-08,10.65673146,905,-7.32E-08,33.2257171,905,-1.92E-08,8.719185204,905,-4.40E-08,19.99255314,905,-2.51E-08,11.37871378,905,-7.60E-08,34.51574966,905,-9.12E-08,41.43315761,905,-8.36E-08,37.95356609,905,-7.03E-08,31.91071031
910,-2.11E-07,910,-9.41E-08,44.70525651,910,-2.06E-08,9.768261462,910,-1.17E-07,55.46003353,910,-2.42E-08,11.47815844,910,-3.19E-08,15.16868609,910,-7.18E-08,34.10722004,910,-3.05E-08,14.49185187,910,-5.16E-08,24.51897273,910,-1.09E-07,51.94619524,910,-2.41E-08,11.46960896,910,-1.01E-07,47.77832136,910,-2.59E-08,12.27943516,910,-7.49E-08,35.58153121,910,-2.46E-08,11.68287111,910,-2.09E-07,910,-2.17E-07,7.22E-09,910,-7.88E-08,37.62709598,910,-2.52E-08,12.05220905,910,-7.90E-08,37.72977568,910,-1.83E-08,8.733028001,910,-8.96E-08,42.80836147,910,-1.94E-08,9.273170988,910,-8.09E-08,38.63813285,910,-2.09E-08,10.0038684,910,-6.87E-08,32.79971727,910,-2.11E-08,10.07359508,910,-8.78E-08,41.92340572,910,-1.99E-08,9.502886971,910,-9.43E-08,45.02719818,910,-2.26E-08,10.77707043,910,-6.95E-08,33.17939338,910,-1.83E-08,8.733028001,910,-4.17E-08,19.93036884,910,-2.41E-08,11.50060414,910,-7.24E-08,34.57297184,910,-8.70E-08,41.54372961,910,-7.94E-08,37.91459914,910,-6.67E-08,31.8507658
915,-1.99E-07,915,-8.87E-08,44.53159107,915,-1.96E-08,9.83887074,915,-1.10E-07,55.1753554,915,-2.30E-08,11.55102594,915,-3.02E-08,15.14143345,915,-6.78E-08,34.00023083,915,-2.86E-08,14.3671499,915,-4.87E-08,24.43735228,915,-1.03E-07,51.82782102,915,-2.34E-08,11.72465012,915,-9.49E-08,47.61919099,915,-2.49E-08,12.47685429,915,-7.04E-08,35.32449155,915,-2.35E-08,11.78336118,915,-1.97E-07,915,-2.04E-07,6.89E-09,915,-7.45E-08,37.82533873,915,-2.43E-08,12.31350292,915,-7.42E-08,37.67558265,915,-1.75E-08,8.90464853,915,-8.41E-08,42.67185144,915,-1.86E-08,9.440216867,915,-7.60E-08,38.57767264,915,-1.99E-08,10.10168184,915,-6.48E-08,32.89049531,915,-2.02E-08,10.24433084,915,-8.30E-08,42.12359191,915,-1.91E-08,9.694040723,915,-8.90E-08,45.20247529,915,-2.16E-08,10.95605294,915,-6.58E-08,33.3915436,915,-1.74E-08,8.83357785,915,-3.95E-08,20.07289821,915,-2.31E-08,11.74036865,915,-6.87E-08,34.86524491,915,-8.25E-08,41.86164569,915,-7.52E-08,38.15835563,915,-6.32E-08,32.05846071
920,-1.93E-07,920,-8.56E-08,44.41716454,920,-1.91E-08,9.900702299,920,-1.06E-07,54.9859073,920,-2.24E-08,11.60843589,920,-2.91E-08,15.07892428,920,-6.53E-08,33.91330527,920,-2.74E-08,14.22246215,920,-4.67E-08,24.22074922,920,-9.98E-08,51.78585332,920,-2.30E-08,11.92818176,920,-9.16E-08,47.52119095,920,-2.45E-08,12.74052312,920,-6.79E-08,35.22914255,920,-2.31E-08,11.98060762,920,-1.90E-07,920,-1.96E-07,6.48E-09,920,-7.18E-08,37.8491576,920,-2.36E-08,12.45851202,920,-7.13E-08,37.56888322,920,-1.71E-08,9.024097274,920,-8.08E-08,42.55481682,920,-1.82E-08,9.568841076,920,-7.31E-08,38.51243849,920,-1.93E-08,10.16363387,920,-6.26E-08,32.96490248,920,-1.96E-08,10.3395956,920,-8.00E-08,42.13493209,920,-1.85E-08,9.756919932,920,-8.57E-08,45.1426133,920,-2.11E-08,11.09823301,920,-6.36E-08,33.49594867,920,-1.69E-08,8.885540582,920,-3.82E-08,20.11969612,920,-2.26E-08,11.90112426,920,-6.64E-08,34.97581843,920,-7.98E-08,42.0248243,920,-7.25E-08,38.21003719,920,-6.09E-08,32.10195244
925,-1.93E-07,925,-8.57E-08,44.34079892,925,-1.93E-08,9.989807902,925,-1.06E-07,54.95041053,925,-2.26E-08,11.69090523,925,-2.91E-08,15.04498492,925,-6.56E-08,33.93502926,925,-2.73E-08,14.13131768,925,-4.67E-08,24.13923337,925,-1.01E-07,52.03091775,925,-2.36E-08,12.21085743,925,-9.20E-08,47.60899595,925,-2.50E-08,12.93309948,925,-6.79E-08,35.10530972,925,-2.32E-08,12.02046697,925,-1.90E-07,925,-1.97E-07,6.75E-09,925,-7.23E-08,38.06276298,925,-2.41E-08,12.69478485,925,-7.14E-08,37.59459474,925,-1.74E-08,9.171673978,925,-8.09E-08,42.61173633,925,-1.84E-08,9.706723402,925,-7.33E-08,38.57727409,925,-1.94E-08,10.23071373,925,-6.27E-08,33.03298243,925,-1.98E-08,10.40765921,925,-8.01E-08,42.15831354,925,-1.86E-08,9.82100069,925,-8.56E-08,45.07686069,925,-2.12E-08,11.17916256,925,-6.36E-08,33.51326301,925,-1.69E-08,8.888350563,925,-3.82E-08,20.09068456,925,-2.29E-08,12.03650554,925,-6.66E-08,35.07891452,925,-8.01E-08,42.18517134,925,-7.27E-08,38.28605132,925,-6.12E-08,32.20671024
