wl,bg,wl1,39_C.sexpl_intact_bright_i2_p1_r1,39_C.sexpl_intact_bright_i2_p1_r1_cal,wl1,40_C.sexpl_intact_darkpt_i2_p1_r1,40_C.sexpl_intact_darkpt_i2_p1_r1_cal,wl1,41_C.sexpl_intact_bright_i2_p2_r1,41_C.sexpl_intact_bright_i2_p2_r1_cal,wl1,42_C.sexpl_intact_darkpt_i2_p2_r1,42_C.sexpl_intact_darkpt_i2_p2_r1_cal,wl1,43_C.sexpl_alterd_darkpt_i2_p1_r1,43_C.sexpl_alterd_darkpt_i2_p1_r1_cal,wl1,44_C.sexpl_alterd_bright_i2_p1_r1,44_C.sexpl_alterd_bright_i2_p1_r1_cal,wl,45_C.sexpl_alterd_darkpt_i2_p2_r1,45_C.sexpl_alterd_darkpt_i2_p2_r1_cal,wl,46_C.sexpl_alterd_bright_i2_p2_r1,46_C.sexpl_alterd_bright_i2_p2_r1_cal,wl,47_T.bonvo_intact_bright_i2_p1_r1,47_T.bonvo_intact_bright_i2_p1_r1_cal,wl,48_T.bonvo_intact_darkpt_i2_p1_r1,48_T.bonvo_intact_darkpt_i2_p1_r1_cal,wl,49.T.bonvo_intact_bright_2_2_1,49.T.bonvo_intact_bright_2_2_1_cal,wl,50_T.bonvo_intact_darkpt_i2_p2_r1,50_T.bonvo_intact_darkpt_i2_p2_r1_cal,wl,51_T.bonvo_alterd_bright_i2_p1_r1,51_T.bonvo_alterd_bright_i2_p2_r1.txt,wl,52_T.bonvo_alterd_darkpt_i2_p1_r1,52_T.bonvo_alterd_darkpt_i2_p1_r1_cal,wl,std2204New,wl,std2204old,difference,wl,53_T.bonvo_alterd_bright_i2_p2_r1,53_T.bonvo_alterd_bright_i2_p2_r1_cal,wl,54_T.bonvo_alterd_darkpt_i2_p2_r1,54_T.bonvo_alterd_darkpt_i2_p2_r1_cal,wl,55_C.scala_intact_bright_i2_p1_r1,55_C.scala_intact_bright_i2_p1_r1_cal,wl,56_C.scala_intact_darkpt_i2_p1_r1,56_C.scala_intact_darkpt_i2_p1_r1_cal,wl,57_C.scala_intact_bright_i2_p2_r1,57_C.scala_intact_bright_i2_p2_r1_cal,wl,58_C.scala_intact_darkpt_i2_p2_r1,58_C.scala_intact_darkpt_i2_p2_r1_cal,wl,59_C.scala_alterd_bright_i2_p1_r1,59_C.scala_alterd_bright_i2_p1_r1_cal,wl,60_C.scala_alterd_darkpt_i2_p1_r1,60_C.scala_alterd_darkpt_i2_p1_r1_cal,wl,61_C.scala_alterd_bright_i2_p2_r1,61_C.scala_alterd_bright_i2_p2_r1_cal,wl,62_C.scala_alterd_darkpt_i2_p2_r1,62_C.scala_alterd_darkpt_i2_p2_r1_cal,wl,63_C.octos_intact_bright_i2_p1_r1,63_C.octos_intact_bright_i2_p1_r1_cal,wl,64_C.octos_intact_darkpt_i2_p1_r1,64_C.octos_intact_darkpt_i2_p1_r1_cal,wl,65_C.octos_intact_bright_i2_p2_r1,65_C.octos_intact_bright_i2_p2_r1_cal,wl,66_C.octos_intact_darkpt_i2_p2_r1,66_C.octos_intact_darkpt_i2_p2_r1_cal,wl,67_C.octos_alterd_bright_i2_p1_r1,67_C.octos_alterd_bright_i2_p1_r1_cal,wl,68_C.octos_alterd_darkpt_i2_p1_r1,68_C.octos_alterd_darkpt_i2_p1_r1_cal,wl,69_C.octos_alterd_bright_i2_p2_r1,69_C.octos_alterd_bright_i2_p2_r1_cal,wl,70_C.octos_alterd_darkpt_i2_p2_r1,70_C.octos_alterd_darkpt_i2_p2_r1_cal,wl,71_T.bruck_intact_bright_i2_p1_r1,71_T.bruck_intact_bright_i2_p1_r1_cal,wl,72_T.bruck_intact_bright_i2_p2_r1,72_T.bruck_intact_bright_i2_p2_r1_cal,wl,73_T.bruck_alterd_bright_i2_p1_r1,73_T.bruck_alterd_bright_i2_p1_r1_cal,wl,74_T.bruck_alterd_bright_i2_p2_r1,74_T.bruck_alterd_bright_i2_p2_r1_cal
930,-2.00E-07,930,-8.87E-08,44.33587893,930,-2.01E-08,10.0647728,930,-1.10E-07,54.9969013,930,-2.36E-08,11.79704524,930,-3.01E-08,15.05267788,930,-6.81E-08,34.01671298,930,-2.81E-08,14.06509266,930,-4.82E-08,24.07089023,930,-1.05E-07,52.27704364,930,-2.47E-08,12.36330741,930,-9.55E-08,47.7209572,930,-2.63E-08,13.140481,930,-7.04E-08,35.17172787,930,-2.47E-08,12.33631875,930,-1.97E-07,930,-2.04E-07,6.90E-09,930,-7.51E-08,38.13412145,930,-2.53E-08,12.86473091,930,-7.39E-08,37.515615,930,-1.82E-08,9.21818348,930,-8.34E-08,42.35296507,930,-1.92E-08,9.766105034,930,-7.56E-08,38.38040685,930,-2.01E-08,10.19113779,930,-6.47E-08,32.8488874,930,-2.05E-08,10.40136904,930,-8.26E-08,41.95992403,930,-1.93E-08,9.810791871,930,-8.83E-08,44.85441232,930,-2.22E-08,11.25498918,930,-6.58E-08,33.40899627,930,-1.75E-08,8.88658684,930,-3.94E-08,19.99532819,930,-2.38E-08,12.09692981,930,-6.90E-08,35.01467556,930,-8.30E-08,42.16913968,930,-7.52E-08,38.2113078,930,-6.33E-08,32.15065558
935,-2.08E-07,935,-9.18E-08,44.14734534,935,-2.10E-08,10.09501188,935,-1.14E-07,54.82752652,935,-2.46E-08,11.82984412,935,-3.11E-08,14.97302547,935,-7.06E-08,33.94414686,935,-2.90E-08,13.95414811,935,-4.99E-08,24.01694443,935,-1.09E-07,52.52243069,935,-2.62E-08,12.61359593,935,-9.94E-08,47.80260994,935,-2.76E-08,13.29300778,935,-7.32E-08,35.1822824,935,-2.48E-08,11.90196852,935,-2.06E-07,935,-2.13E-07,6.98E-09,935,-7.84E-08,38.02113148,935,-2.67E-08,12.94763702,935,-7.68E-08,37.27405913,935,-1.91E-08,9.255935344,935,-8.66E-08,42.00681097,935,-2.03E-08,9.857959231,935,-7.86E-08,38.13270722,935,-2.10E-08,10.18007354,935,-6.74E-08,32.70333466,935,-2.14E-08,10.38624611,935,-8.61E-08,41.77880837,935,-2.03E-08,9.857959231,935,-9.20E-08,44.638058,935,-2.31E-08,11.22306416,935,-6.86E-08,33.27237094,935,-1.83E-08,8.885794953,935,-4.11E-08,19.92597192,935,-2.51E-08,12.18504109,935,-7.20E-08,34.93824525,935,-8.68E-08,42.10528869,935,-7.84E-08,38.01142924,935,-6.58E-08,31.90726601
940,-2.20E-07,940,-9.70E-08,44.1646284,940,-2.24E-08,10.21913104,940,-1.21E-07,54.92851254,940,-2.61E-08,11.90485951,940,-3.28E-08,14.95247075,940,-7.46E-08,33.98011378,940,-3.05E-08,13.89484807,940,-5.28E-08,24.02971546,940,-1.16E-07,52.72718163,940,-2.83E-08,12.91055755,940,-1.05E-07,47.94146181,940,-3.02E-08,13.74226255,940,-7.75E-08,35.28733905,940,-2.75E-08,12.54799612,940,-2.17E-07,940,-2.25E-07,7.38E-09,940,-8.27E-08,38.02362705,940,-2.85E-08,13.10758218,940,-8.07E-08,37.13255251,940,-2.02E-08,9.30130924,940,-9.08E-08,41.79171765,940,-2.16E-08,9.925567445,940,-8.26E-08,38.00292578,940,-2.21E-08,10.17582276,940,-7.08E-08,32.59161461,940,-2.26E-08,10.4035367,940,-9.06E-08,41.68775129,940,-2.16E-08,9.937988205,940,-9.67E-08,44.49576314,940,-2.49E-08,11.46482165,940,-7.22E-08,33.19149132,940,-1.93E-08,8.892344211,940,-4.31E-08,19.84055424,940,-2.68E-08,12.30851328,940,-7.59E-08,34.90877642,940,-9.15E-08,42.07049471,940,-8.24E-08,37.9035597,940,-6.91E-08,31.80036618
945,-2.31E-07,945,-1.02E-07,44.14965308,945,-2.38E-08,10.3221277,945,-1.27E-07,54.94719325,945,-2.77E-08,11.99365539,945,-3.44E-08,14.92543782,945,-7.85E-08,34.03641217,945,-3.19E-08,13.81383073,945,-5.53E-08,23.98037678,945,-1.22E-07,52.8401236,945,-3.04E-08,13.17330236,945,-1.11E-07,48.03139369,945,-3.23E-08,14.0144834,945,-8.15E-08,35.33610404,945,-2.95E-08,12.76462966,945,-2.28E-07,945,-2.36E-07,7.98E-09,945,-8.71E-08,38.11118114,945,-3.03E-08,13.26917354,945,-8.48E-08,37.11552264,945,-2.15E-08,9.392889029,945,-9.53E-08,41.6946764,945,-2.29E-08,10.04017646,945,-8.66E-08,37.91380005,945,-2.34E-08,10.22880451,945,-7.44E-08,32.57794584,945,-2.38E-08,10.42749856,945,-9.52E-08,41.6727938,945,-2.29E-08,10.01916916,945,-1.02E-07,44.4448821,945,-2.58E-08,11.27610595,945,-7.58E-08,33.18890815,945,-2.04E-08,8.906657564,945,-4.53E-08,19.84139488,945,-2.85E-08,12.45382771,945,-7.98E-08,34.93120109,945,-9.63E-08,42.1257637,945,-8.65E-08,37.87134779,945,-7.27E-08,31.79848747
950,-2.43E-07,950,-1.07E-07,43.94592815,950,-2.52E-08,10.3534834,950,-1.33E-07,54.65947903,950,-2.93E-08,12.05670549,950,-3.61E-08,14.84918316,950,-8.24E-08,33.92494136,950,-3.32E-08,13.67227686,950,-5.79E-08,23.84634377,950,-1.28E-07,52.79000864,950,-3.24E-08,13.33113864,950,-1.17E-07,47.95563969,950,-3.44E-08,14.17143327,950,-8.56E-08,35.21089667,950,-3.15E-08,12.95049586,950,-2.40E-07,950,-2.48E-07,8.08E-09,950,-9.17E-08,38.14631223,950,-3.23E-08,13.43588591,950,-8.89E-08,37.01298972,950,-2.28E-08,9.479037904,950,-1.00E-07,41.61661818,950,-2.44E-08,10.15744984,950,-9.11E-08,37.90116828,950,-2.46E-08,10.24110677,950,-7.82E-08,32.5629404,950,-2.51E-08,10.46627294,950,-1.00E-07,41.68196215,950,-2.43E-08,10.10042994,950,-1.07E-07,44.44597052,950,-2.83E-08,11.76441209,950,-7.97E-08,33.18225141,950,-2.14E-08,8.919660211,950,-4.77E-08,19.83834651,950,-3.02E-08,12.57559299,950,-8.40E-08,34.96651642,950,-1.01E-07,42.13895375,950,-9.09E-08,37.83790533,950,-7.62E-08,31.71554978
955,-2.55E-07,955,-1.12E-07,43.84520524,955,-2.66E-08,10.40460391,955,-1.39E-07,54.52071956,955,-3.10E-08,12.12050032,955,-3.77E-08,14.77753636,955,-8.64E-08,33.81877973,955,-3.46E-08,13.53847358,955,-6.08E-08,23.80801378,955,-1.35E-07,52.77506998,955,-3.46E-08,13.54043103,955,-1.22E-07,47.90651242,955,-3.69E-08,14.42754517,955,-8.98E-08,35.15532327,955,-3.33E-08,13.04089103,955,-2.52E-07,955,-2.60E-07,8.13E-09,955,-9.63E-08,38.19949697,955,-3.43E-08,13.60790879,955,-9.31E-08,36.94192975,955,-2.41E-08,9.577743044,955,-1.05E-07,41.62468164,955,-2.59E-08,10.26801653,955,-9.55E-08,37.86745162,955,-2.59E-08,10.29419932,955,-8.20E-08,32.54282473,955,-2.65E-08,10.50842213,955,-1.05E-07,41.71592469,955,-2.58E-08,10.21684109,955,-1.12E-07,44.45757992,955,-2.99E-08,11.84255417,955,-8.36E-08,33.15097947,955,-2.25E-08,8.933487785,955,-4.99E-08,19.81045249,955,-3.20E-08,12.69230464,955,-8.83E-08,35.03852043,955,-1.07E-07,42.31217817,955,-9.54E-08,37.86427795,955,-7.99E-08,31.69624793
960,-2.69E-07,960,-1.18E-07,43.8643765,960,-2.82E-08,10.50561066,960,-1.47E-07,54.60036846,960,-3.28E-08,12.22174666,960,-3.96E-08,14.73956492,960,-9.11E-08,33.91778477,960,-3.61E-08,13.43394682,960,-6.39E-08,23.79515045,960,-1.42E-07,52.89800324,960,-3.74E-08,13.93751047,960,-1.29E-07,48.09125928,960,-3.97E-08,14.76524555,960,-9.48E-08,35.27625286,960,-3.57E-08,13.27055846,960,-2.65E-07,960,-2.73E-07,8.48E-09,960,-1.01E-07,38.25719407,960,-3.66E-08,13.79639589,960,-9.80E-08,36.98197943,960,-2.54E-08,9.600150958,960,-1.11E-07,41.70997264,960,-2.75E-08,10.39343334,960,-1.00E-07,37.87489386,960,-2.73E-08,10.31493537,960,-8.64E-08,32.58911218,960,-2.79E-08,10.51042551,960,-1.11E-07,41.7382772,960,-2.73E-08,10.30738749,960,-1.18E-07,44.44494764,960,-3.18E-08,11.98754599,960,-8.79E-08,33.16048684,960,-2.37E-08,8.943485234,960,-5.26E-08,19.83923012,960,-3.40E-08,12.83441834,960,-9.28E-08,35.03387112,960,-1.12E-07,42.3387112,960,-1.00E-07,37.83111614,960,-8.40E-08,31.69166903
965,-2.82E-07,965,-1.24E-07,43.86877354,965,-2.98E-08,10.59070367,965,-1.54E-07,54.67461419,965,-3.47E-08,12.32671,965,-4.15E-08,14.74220838,965,-9.56E-08,33.92809597,965,-3.76E-08,13.3313926,965,-6.70E-08,23.77725157,965,-1.50E-07,53.20841661,965,-3.98E-08,14.14223892,965,-1.36E-07,48.29860729,965,-4.23E-08,15.02124744,965,-9.95E-08,35.3066057,965,-3.78E-08,13.41908045,965,-2.78E-07,965,-2.87E-07,8.71E-09,965,-1.06E-07,38.27432912,965,-3.87E-08,13.94035385,965,-1.03E-07,37.02093195,965,-2.71E-08,9.744245064,965,-1.16E-07,41.67131621,965,-2.92E-08,10.50557045,965,-1.05E-07,37.82869279,965,-2.88E-08,10.35438527,965,-9.02E-08,32.46089883,965,-2.94E-08,10.59988121,965,-1.16E-07,41.60220298,965,-2.88E-08,10.37670308,965,-1.23E-07,44.31921672,965,-3.38E-08,12.15780853,965,-9.19E-08,33.09659653,965,-2.49E-08,8.978960062,965,-5.49E-08,19.76386314,965,-3.60E-08,12.97456849,965,-9.72E-08,34.98245172,965,-1.18E-07,42.3030543,965,-1.05E-07,37.77217833,965,-8.79E-08,31.6570976
970,-2.95E-07,970,-1.29E-07,43.81894115,970,-3.15E-08,10.68549617,970,-1.61E-07,54.63291277,970,-3.67E-08,12.43262666,970,-4.34E-08,14.69535387,970,-1.00E-07,33.94972169,970,-3.90E-08,13.22008963,970,-7.01E-08,23.76524587,970,-1.58E-07,53.47324389,970,-4.25E-08,14.40145357,970,-1.43E-07,48.41558248,970,-4.52E-08,15.31908691,970,-1.04E-07,35.33684974,970,-4.03E-08,13.64992305,970,-2.91E-07,970,-3.00E-07,9.36E-09,970,-1.11E-07,38.29661474,970,-4.10E-08,14.08708681,970,-1.08E-07,37.03715159,970,-2.86E-08,9.833434709,970,-1.21E-07,41.63410619,970,-3.09E-08,10.61557336,970,-1.10E-07,37.772898,970,-3.01E-08,10.33859456,970,-9.41E-08,32.32782469,970,-3.08E-08,10.58292697,970,-1.21E-07,41.50420795,970,-3.03E-08,10.42897349,970,-1.29E-07,44.17124575,970,-3.59E-08,12.34789362,970,-9.61E-08,33.00824407,970,-2.61E-08,8.978443077,970,-5.74E-08,19.72013457,970,-3.80E-08,13.07539253,970,-1.02E-07,34.91032554,970,-1.23E-07,42.29562504,970,-1.10E-07,37.75159194,970,-9.19E-08,31.59620202
975,-3.09E-07,975,-1.35E-07,43.75426776,975,-3.33E-08,10.78824477,975,-1.69E-07,54.66063436,975,-3.88E-08,12.54939272,975,-4.53E-08,14.64548888,975,-1.05E-07,33.93882907,975,-4.06E-08,13.12349718,975,-7.34E-08,23.7570509,975,-1.65E-07,53.51986874,975,-4.53E-08,14.668466,975,-1.50E-07,48.46651974,975,-4.81E-08,15.57266434,975,-1.09E-07,35.37473746,975,-4.27E-08,13.82446125,975,-3.05E-07,975,-3.15E-07,9.97E-09,975,-1.17E-07,38.24939222,975,-4.35E-08,14.26785697,975,-1.13E-07,37.03514142,975,-3.03E-08,9.933824808,975,-1.27E-07,41.66084312,975,-3.28E-08,10.7478092,975,-1.15E-07,37.72543693,975,-3.17E-08,10.39052222,975,-9.82E-08,32.22669514,975,-3.24E-08,10.61559005,975,-1.26E-07,41.43315059,975,-3.21E-08,10.53455251,975,-1.34E-07,44.09196941,975,-3.77E-08,12.35510848,975,-1.01E-07,32.97604635,975,-2.74E-08,8.994839188,975,-6.00E-08,19.66915685,975,-4.03E-08,13.21272847,975,-1.06E-07,34.89141953,975,-1.29E-07,42.32161078,975,-1.15E-07,37.72937398,975,-9.62E-08,31.57052071
980,-3.24E-07,980,-1.41E-07,43.70626561,980,-3.53E-08,10.89650867,980,-1.77E-07,54.66458967,980,-4.10E-08,12.6690651,980,-4.73E-08,14.61254111,980,-1.10E-07,33.92459758,980,-4.21E-08,13.02141285,980,-7.65E-08,23.63789778,980,-1.73E-07,53.51698687,980,-4.85E-08,14.99085132,980,-1.57E-07,48.48366837,980,-5.12E-08,15.82350469,980,-1.14E-07,35.33584304,980,-4.53E-08,13.99376901,980,-3.19E-07,980,-3.29E-07,1.06E-08,980,-1.22E-07,38.20300837,980,-4.60E-08,14.41363174,980,-1.18E-07,37.03660724,980,-3.20E-08,10.03656961,980,-1.33E-07,41.64418964,980,-3.47E-08,10.88181054,980,-1.20E-07,37.65571878,980,-3.32E-08,10.40822471,980,-1.03E-07,32.19787733,980,-3.40E-08,10.66320834,980,-1.32E-07,41.43468279,980,-3.39E-08,10.6399995,980,-1.40E-07,44.03187766,980,-4.00E-08,12.53402918,980,-1.05E-07,32.97129631,980,-2.88E-08,9.027612249,980,-6.26E-08,19.62997579,980,-4.26E-08,13.36954749,980,-1.11E-07,34.89229843,980,-1.35E-07,42.37746359,980,-1.20E-07,37.71656359,980,-1.01E-07,31.54489343
985,-3.37E-07,985,-1.47E-07,43.6642396,985,-3.71E-08,11.00703759,985,-1.84E-07,54.62612255,985,-4.30E-08,12.78321911,985,-4.91E-08,14.59475196,985,-1.14E-07,33.91767002,985,-4.34E-08,12.89046138,985,-7.91E-08,23.48575995,985,-1.80E-07,53.42328613,985,-5.12E-08,15.20166597,985,-1.63E-07,48.4429076,985,-5.40E-08,16.03851215,985,-1.19E-07,35.27943889,985,-4.75E-08,14.09953627,985,-3.31E-07,985,-3.42E-07,1.14E-08,985,-1.26E-07,38.16855705,985,-4.83E-08,14.5923849,985,-1.23E-07,37.05306157,985,-3.36E-08,10.13735218,985,-1.38E-07,41.71868485,985,-3.65E-08,11.0407464,985,-1.25E-07,37.64978518,985,-3.47E-08,10.47484092,985,-1.06E-07,32.17745201,985,-3.55E-08,10.72350094,985,-1.37E-07,41.45673074,985,-3.56E-08,10.76217467,985,-1.46E-07,44.03095107,985,-4.21E-08,12.72365805,985,-1.09E-07,33.01377147,985,-3.01E-08,9.097693474,985,-6.51E-08,19.66982301,985,-4.48E-08,13.5355043,985,-1.16E-07,34.97978693,985,-1.41E-07,42.47523975,985,-1.25E-07,37.77366198,985,-1.05E-07,31.61124439
990,-3.45E-07,990,-1.50E-07,43.54549588,990,-3.84E-08,11.11095023,990,-1.88E-07,54.52584147,990,-4.45E-08,12.89655592,990,-5.02E-08,14.53533999,990,-1.17E-07,33.8662736,990,-4.42E-08,12.79027676,990,-8.10E-08,23.44802022,990,-1.84E-07,53.15753351,990,-5.36E-08,15.51559871,990,-1.67E-07,48.311841,990,-5.65E-08,16.34758787,990,-1.22E-07,35.25601114,990,-4.93E-08,14.26370552,990,-3.39E-07,990,-3.51E-07,1.18E-08,990,-1.29E-07,38.16490304,990,-5.01E-08,14.79763564,990,-1.26E-07,37.17463448,990,-3.48E-08,10.27086237,990,-1.42E-07,41.89154876,990,-3.81E-08,11.24754942,990,-1.27E-07,37.61514751,990,-3.58E-08,10.55607388,990,-1.09E-07,32.22712993,990,-3.65E-08,10.7781019,990,-1.41E-07,41.56293549,990,-3.70E-08,10.92749841,990,-1.49E-07,44.13279165,990,-4.38E-08,12.93401753,990,-1.12E-07,32.99448473,990,-3.10E-08,9.154226799,990,-6.66E-08,19.65302218,990,-4.65E-08,13.73975482,990,-1.19E-07,35.0432246,990,-1.44E-07,42.5812528,990,-1.28E-07,37.84691877,990,-1.07E-07,31.70837565
995,-3.49E-07,995,-1.52E-07,43.4500708,995,-3.93E-08,11.25162666,995,-1.90E-07,54.54376078,995,-4.55E-08,13.04912375,995,-5.06E-08,14.50380367,995,-1.18E-07,33.8981982,995,-4.45E-08,12.74786886,995,-8.17E-08,23.42048992,995,-1.85E-07,53.15758698,995,-5.52E-08,15.83408337,995,-1.69E-07,48.32059712,995,-5.82E-08,16.67163503,995,-1.23E-07,35.28637846,995,-5.04E-08,14.45650865,995,-3.42E-07,995,-3.54E-07,1.18E-08,995,-1.31E-07,38.18787062,995,-5.14E-08,15.02976669,995,-1.28E-07,37.29033993,995,-3.57E-08,10.44274479,995,-1.44E-07,42.07551416,995,-3.92E-08,11.45864082,995,-1.29E-07,37.67933809,995,-3.66E-08,10.69233489,995,-1.10E-07,32.24710005,995,-3.73E-08,10.88990271,995,-1.42E-07,41.61608132,995,-3.80E-08,11.09185442,995,-1.51E-07,44.17160343,995,-4.51E-08,13.17625328,995,-1.13E-07,33.03357191,995,-3.15E-08,9.216713769,995,-6.75E-08,19.71469571,995,-4.77E-08,13.92736168,995,-1.20E-07,35.03613796,995,-1.46E-07,42.71673277,995,-1.29E-07,37.83715853,995,-1.08E-07,31.6903446
1000,-3.49E-07,1000,-1.52E-07,43.46232482,1000,-3.98E-08,11.40735692,1000,-1.91E-07,54.73309242,1000,-4.62E-08,13.22196196,1000,-5.07E-08,14.50910882,1000,-1.19E-07,33.95290102,1000,-4.44E-08,12.70710322,1000,-8.16E-08,23.37825223,1000,-1.86E-07,53.35774951,1000,-5.61E-08,16.07802487,1000,-1.69E-07,48.41075305,1000,-5.84E-08,16.73405456,1000,-1.23E-07,35.3551609,1000,-5.13E-08,14.69752765,1000,-3.43E-07,1000,-3.55E-07,1.22E-08,1000,-1.31E-07,38.20124484,1000,-5.23E-08,15.2459805,1000,-1.28E-07,37.39195079,1000,-3.64E-08,10.60536711,1000,-1.45E-07,42.21593808,1000,-4.00E-08,11.67237584,1000,-1.29E-07,37.71905019,1000,-3.69E-08,10.74676035,1000,-1.11E-07,32.26156291,1000,-3.78E-08,11.0222585,1000,-1.43E-07,41.58943486,1000,-3.85E-08,11.23653485,1000,-1.51E-07,44.13742839,1000,-4.59E-08,13.37171844,1000,-1.13E-07,32.97640045,1000,-3.18E-08,9.284142093,1000,-6.74E-08,19.6530764,1000,-4.84E-08,14.11512616,1000,-1.20E-07,34.99088961,1000,-1.47E-07,42.75877148,1000,-1.30E-07,37.85373817,1000,-1.09E-07,31.69861376
1005,-3.52E-07,1005,-1.53E-07,43.53047594,1005,-4.07E-08,11.58307638,1005,-1.93E-07,54.88741481,1005,-4.71E-08,13.3853497,1005,-5.12E-08,14.57662506,1005,-1.20E-07,34.07166995,1005,-4.46E-08,12.68987018,1005,-8.22E-08,23.39314362,1005,-1.88E-07,53.4537883,1005,-5.75E-08,16.34391107,1005,-1.71E-07,48.5114747,1005,-6.09E-08,17.31047116,1005,-1.25E-07,35.45238881,1005,-5.25E-08,14.93645394,1005,-3.46E-07,1005,-3.59E-07,1.25E-08,1005,-1.32E-07,38.2157801,1005,-5.36E-08,15.47466306,1005,-1.30E-07,37.52138382,1005,-3.73E-08,10.79131701,1005,-1.46E-07,42.28217398,1005,-4.11E-08,11.87437871,1005,-1.31E-07,37.74880366,1005,-3.76E-08,10.86384863,1005,-1.11E-07,32.21848487,1005,-3.86E-08,11.16091037,1005,-1.44E-07,41.54096447,1005,-3.94E-08,11.37908315,1005,-1.52E-07,44.03246873,1005,-4.71E-08,13.6125367,1005,-1.14E-07,32.91721571,1005,-3.24E-08,9.364380332,1005,-6.80E-08,19.64046282,1005,-4.93E-08,14.24567122,1005,-1.21E-07,34.95705897,1005,-1.48E-07,42.77718057,1005,-1.31E-07,37.79128234,1005,-1.10E-07,31.67926578
1010,-3.51E-07,1010,-1.53E-07,43.62177722,1010,-4.13E-08,11.77017686,1010,-1.93E-07,55.05558995,1010,-4.76E-08,13.57125128,1010,-5.14E-08,14.66935606,1010,-1.20E-07,34.18874621,1010,-4.45E-08,12.69082744,1010,-8.21E-08,23.41510871,1010,-1.88E-07,53.50158197,1010,-5.86E-08,16.71264689,1010,-1.71E-07,48.65440084,1010,-6.20E-08,17.67666249,1010,-1.25E-07,35.53562921,1010,-5.32E-08,15.17204783,1010,-3.46E-07,1010,-3.58E-07,1.25E-08,1010,-1.32E-07,38.20317288,1010,-5.43E-08,15.69499208,1010,-1.30E-07,37.55073251,1010,-3.80E-08,10.9749893,1010,-1.46E-07,42.31583086,1010,-4.18E-08,12.07115849,1010,-1.31E-07,37.76204572,1010,-3.79E-08,10.95273059,1010,-1.11E-07,32.22598661,1010,-3.90E-08,11.27822809,1010,-1.43E-07,41.47057803,1010,-3.99E-08,11.53839483,1010,-1.52E-07,43.97771816,1010,-4.79E-08,13.83508898,1010,-1.14E-07,32.86570771,1010,-3.27E-08,9.458506296,1010,-6.80E-08,19.66542557,1010,-4.98E-08,14.40485413,1010,-1.21E-07,34.94241643,1010,-1.48E-07,42.81650729,1010,-1.31E-07,37.74007608,1010,-1.10E-07,31.72704462
1015,-3.40E-07,1015,-1.48E-07,43.67936585,1015,-4.06E-08,11.94604272,1015,-1.87E-07,55.11333856,1015,-4.67E-08,13.73902392,1015,-5.00E-08,14.73577894,1015,-1.16E-07,34.25274292,1015,-4.29E-08,12.64067938,1015,-7.94E-08,23.38354898,1015,-1.82E-07,53.52353637,1015,-5.79E-08,17.04524708,1015,-1.65E-07,48.62986673,1015,-6.11E-08,17.9928269,1015,-1.21E-07,35.50891926,1015,-5.21E-08,15.34708276,1015,-3.35E-07,1015,-3.48E-07,1.23E-08,1015,-1.28E-07,38.1959164,1015,-5.34E-08,15.90512731,1015,-1.26E-07,37.67838564,1015,-3.74E-08,11.16357967,1015,-1.42E-07,42.38863102,1015,-4.12E-08,12.27495908,1015,-1.27E-07,37.78898697,1015,-3.71E-08,11.06818229,1015,-1.08E-07,32.25623735,1015,-3.83E-08,11.41340154,1015,-1.39E-07,41.50113732,1015,-3.92E-08,11.69869932,1015,-1.48E-07,43.98594081,1015,-4.72E-08,14.0714109,1015,-1.10E-07,32.80268544,1015,-3.20E-08,9.544805464,1015,-6.59E-08,19.6429157,1015,-4.87E-08,14.52186538,1015,-1.17E-07,34.89397476,1015,-1.44E-07,42.83878738,1015,-1.27E-07,37.74069205,1015,-1.06E-07,31.73334049
1020,-3.24E-07,1020,-1.42E-07,43.72019913,1020,-3.93E-08,12.12849272,1020,-1.79E-07,55.22241026,1020,-4.51E-08,13.91314821,1020,-4.79E-08,14.79698347,1020,-1.11E-07,34.3216518,1020,-4.09E-08,12.62167404,1020,-7.57E-08,23.3895175,1020,-1.74E-07,53.7922771,1020,-5.64E-08,17.4027843,1020,-1.58E-07,48.65880624,1020,-5.94E-08,18.34004496,1020,-1.15E-07,35.64709588,1020,-5.03E-08,15.54123329,1020,-3.21E-07,1020,-3.34E-07,1.24E-08,1020,-1.23E-07,38.23006756,1020,-5.19E-08,16.13765588,1020,-1.21E-07,37.76138029,1020,-3.65E-08,11.36239858,1020,-1.37E-07,42.48279768,1020,-4.02E-08,12.49677116,1020,-1.21E-07,37.78534372,1020,-3.59E-08,11.18127243,1020,-1.04E-07,32.3182592,1020,-3.72E-08,11.56313118,1020,-1.33E-07,41.54106615,1020,-3.82E-08,11.87403329,1020,-1.41E-07,43.98813655,1020,-4.60E-08,14.31021122,1020,-1.05E-07,32.71474498,1020,-3.09E-08,9.618981523,1020,-6.32E-08,19.671172,1020,-4.74E-08,14.76458268,1020,-1.12E-07,34.87705518,1020,-1.38E-07,42.86590129,1020,-1.21E-07,37.59208024,1020,-1.02E-07,31.61491708
