wl,bg,wl1,01_C.sexpl_intact_bright_i2_p1_r1,01_C.sexpl_intact_bright_i2_p1_r1_cal,wl1,02_C.sexpl_intact_darkpt_i2_p1_r1,02_C.sexpl_intact_darkpt_i2_p1_r1_Cal,wl1,03_C.sexpl_intact_bright_i2_p2_r1,03_C.sexpl_intact_bright_i2_p2_r2_cal,wl1,04_C.sexpl_intact_darkpt_i2_p2_r1,04_C.sexpl_intact_darkpt_i2_p2_r1_cal,wl1,05_C.sexpl_alterd_bright_i2_p1_r1,05_C.sexpl_alterd_bright_i2_p1_r1_cal,wl1,06_C.sexpl_alterd_darkpt_i2_p1_r1,06_C.sexpl_alterd_darkpt_i2_p1_r1_cal,wl,07_C.sexpl_alterd_bright_i2_p2_r1,07_C.sexpl_alterd_bright_i2_p2_r1_cal,wl,08_C.sexpl_alterd_darkpt_i2_p2_r1,08_C.sexpl_alterd_darkpt_i2_p2_r1_cal,wl,09_T.bonvo_intact_bright_i2_p1_r1,09_T.bonvo_intact_bright_i2_p1_r1_cal,wl,10_T.bonvo_intact_darkpt_i2_p1_r1,10_T.bonvo_intact_darkpt_i2_p1_r1_cal,wl,11.T.bonvo_intact_bright_2_2_1,11.T.bonvo_intact_bright_2_2_1_cal,wl,12_T.bonvo_intact_darkpt_i2_p2_r1,12_T.bonvo_intact_darkpt_i2_p2_r1_cal,wl,13_T.bonvo_alterd_bright_i2_p1_r1,13_T.bonvo_alterd_bright_i2_p1_r1_cal,wl,14_T.bonvo_alterd_darkpt_i2_p1_r1,14_T.bonvo_alterd_darkpt_i2_p1_r1_cal,wl,15_T.bonvo_alterd_bright_i2_p2_r1,15_T.bonvo_alterd_bright_i2_p2_r1_cal,wl,16_T.bonvo_alterd_darkpt_i2_p2_r1,16_T.bonvo_alterd_darkpt_i2_p2_r1_cal,wl,17_C.scala_intact_bright_i2_p1_r1,17_C.scala_intact_bright_i2_p1_r1_cal,wl,18_C.scala_intact_darkpt_i2_p1_r1,18_C.scala_intact_darkpt_i2_p1_r1_cal,wl,19_C.scala_intact_bright_i2_p2_r1,19_C.scala_intact_bright_i2_p2_r1_cal,wl,20_C.scala_intact_darkpt_i2_p2_r1,20_C.scala_intact_darkpt_i2_p2_r1_cal,wl,21_C.scala_alterd_bright_i2_p1_r1,21_C.scala_alterd_bright_i2_p1_r1_cal,wl,22_C.scala_alterd_darkpt_i2_p1_r1,22_C.scala_alterd_darkpt_i2_p1_r1_cal,wl,23_C.scala_alterd_bright_i2_p2_r1,23_C.scala_alterd_bright_i2_p2_r1_cal,wl,24_C.scala_alterd_darkpt_i2_p2_r1,24_C.scala_alterd_darkpt_i2_p2_r1_cal,wl,25_C.octos_intact_bright_i2_p1_r1,25_C.octos_intact_bright_i2_p1_r1_cal,wl,26_C.octos_intact_darkpt_i2_p1_r1,26_C.octos_intact_darkpt_i2_p1_r1_cal,wl,27_C.octos_intact_bright_i2_p2_r1,27_C.octos_intact_bright_i2_p2_r1_cal,wl,28_C.octos_intact_darkpt_i2_p2_r1,28_C.octos_intact_darkpt_i2_p2_r1_cal,wl,29_C.octos_alterd_bright_i2_p1_r1,29_C.octos_alterd_bright_i2_p1_r1_cal,wl,30_C.octos_alterd_darkpt_i2_p1_r1,30_C.octos_alterd_darkpt_i2_p1_r1_cal,wl,31_C.octos_alterd_bright_i2_p2_r1,31_C.octos_alterd_bright_i2_p2_r1_cal,wl,32_C.octos_alterd_darkpt_i2_p2_r1,32_C.octos_alterd_darkpt_i2_p2_r1_cal,wl,33_T.bruck_intact_bright_i2_p1_r1,33_T.bruck_intact_bright_i2_p1_r1_cal,wl,34_T.bruck_intact_bright_i2_p2_r1,34_T.bruck_intact_bright_i2_p2_r1_cal,wl,35_T.bruck_alterd_bright_i2_p1_r1,35_T.bruck_alterd_bright_i2_p1_r1_cal,wl,36_T.bruck_alterd_bright_i2_p2_r1,36_T.bruck_alterd_bright_i2_p2_r1_cal
670,-5.47E-07,670,-1.70E-07,31.06151075,670,-2.12E-08,3.868035807,,,,,,,670,-3.41E-07,62.40629829,670,-2.48E-08,4.536817754,,,,,,,670,-1.12E-07,20.43250459,670,-2.54E-08,4.638131726,,,,,,,670,-3.36E-07,61.42699085,670,-5.09E-08,9.30918135,,,,,,,670,-1.99E-07,36.44980478,670,-2.10E-08,3.844627525,,,,,,,670,-3.09E-07,56.49223229,670,-2.45E-08,4.479211433,,,,,,,670,-1.91E-07,34.92972943,670,-1.66E-08,3.030641076,,,,,,,670,-2.17E-07,39.70044713,670,-2.18E-08,3.986174483,,,,,,,670,-4.20E-07,76.82964074,,,,670,-3.74E-07,68.378885,,,
675,-5.71E-07,675,-1.78E-07,31.27719949,675,-2.17E-08,3.805255603,,,,,,,675,-3.57E-07,62.52214956,675,-2.55E-08,4.468121279,,,,,,,675,-1.19E-07,20.77388078,675,-2.67E-08,4.687732779,,,,,,,675,-3.56E-07,62.42803035,675,-5.48E-08,9.597881354,,,,,,,675,-2.09E-07,36.68931721,675,-2.19E-08,3.829793201,,,,,,,675,-3.25E-07,57.02590294,675,-2.56E-08,4.480039541,,,,,,,675,-2.02E-07,35.34167729,675,-1.70E-08,2.97343104,,,,,,,675,-2.28E-07,39.93932203,675,-2.26E-08,3.959141394,,,,,,,675,-4.41E-07,77.27345225,,,,675,-3.90E-07,68.37909887,,,
680,-5.96E-07,680,-1.87E-07,31.42657169,680,-2.23E-08,3.746945243,,,,,,,680,-3.73E-07,62.58073287,680,-2.63E-08,4.407578484,,,,,,,680,-1.26E-07,21.11810833,680,-2.83E-08,4.753336735,,,,,,,680,-3.76E-07,63.08913178,680,-5.92E-08,9.929304187,,,,,,,680,-2.20E-07,36.9291632,680,-2.27E-08,3.818111019,,,,,,,680,-3.42E-07,57.33645299,680,-2.69E-08,4.508284771,,,,,,,680,-2.12E-07,35.59228724,680,-1.74E-08,2.921657223,,,,,,,680,-2.39E-07,40.13850471,680,-2.35E-08,3.947015066,,,,,,,680,-4.61E-07,77.35182748,,,,680,-4.07E-07,68.34264307,,,
685,-6.12E-07,685,-1.93E-07,31.63221759,685,-2.29E-08,3.742770762,,,,,,,685,-3.82E-07,62.54171579,685,-2.69E-08,4.403192392,,,,,,,685,-1.31E-07,21.42666769,685,-2.99E-08,4.884732798,,,,,,,685,-3.89E-07,63.68171569,685,-6.29E-08,10.2773313,,,,,,,685,-2.27E-07,37.08956652,685,-2.36E-08,3.850851648,,,,,,,685,-3.52E-07,57.62084702,685,-2.79E-08,4.565558987,,,,,,,685,-2.20E-07,35.89544442,685,-1.78E-08,2.909844844,,,,,,,685,-2.46E-07,40.21262993,685,-2.43E-08,3.975447162,,,,,,,685,-4.74E-07,77.52751484,,,,685,-4.18E-07,68.38854833,,,
690,-6.19E-07,690,-1.97E-07,31.85937543,690,-2.34E-08,3.785051487,,,,,,,690,-3.87E-07,62.52737608,690,-2.75E-08,4.447572883,,,,,,,690,-1.34E-07,21.7201635,690,-3.14E-08,5.071949597,,,,,,,690,-3.97E-07,64.16921369,690,-6.60E-08,10.66143847,,,,,,,690,-2.31E-07,37.28594126,690,-2.43E-08,3.921628843,,,,,,,690,-3.57E-07,57.77302945,690,-2.90E-08,4.681936392,,,,,,,690,-2.23E-07,36.11800283,690,-1.81E-08,2.931645054,,,,,,,690,-2.49E-07,40.31052357,690,-2.50E-08,4.046407207,,,,,,,690,-4.80E-07,77.63768048,,,,690,-4.23E-07,68.30823489,,,
695,-6.16E-07,695,-1.98E-07,32.15545809,695,-2.38E-08,3.870695257,,,,,,,695,-3.85E-07,62.52517869,695,-2.80E-08,4.544022092,,,,,,,695,-1.36E-07,22.01445744,695,-3.27E-08,5.315302144,,,,,,,695,-3.99E-07,64.75016244,695,-6.84E-08,11.10510071,,,,,,,695,-2.30E-07,37.40253411,695,-2.49E-08,4.037849253,,,,,,,695,-3.57E-07,58.03362573,695,-2.98E-08,4.835282651,,,,,,,695,-2.25E-07,36.48895387,695,-1.84E-08,2.99122807,,,,,,,695,-2.49E-07,40.50406108,695,-2.56E-08,4.159681611,,,,,,,695,-4.78E-07,77.65139701,,,,695,-4.21E-07,68.31790123,,,
700,-6.09E-07,700,-1.98E-07,32.5190471,700,-2.42E-08,3.975990302,,,,,,,700,-3.80E-07,62.43950758,700,-2.84E-08,4.657217858,,,,,,,700,-1.36E-07,22.26252312,700,-3.41E-08,5.594870835,,,,,,,700,-3.98E-07,65.33969387,700,-7.02E-08,11.52715218,,,,,,,700,-2.29E-07,37.58841831,700,-2.54E-08,4.169828864,,,,,,,700,-3.55E-07,58.26852883,700,-3.06E-08,5.022061457,,,,,,,700,-2.25E-07,36.87926486,700,-1.87E-08,3.06494906,,,,,,,700,-2.48E-07,40.69936296,700,-2.61E-08,4.283175141,,,,,,,700,-4.74E-07,77.82421142,,,,700,-4.16E-07,68.33729224,,,
705,-6.06E-07,705,-1.99E-07,32.80470667,705,-2.47E-08,4.072487003,,,,,,,705,-3.80E-07,62.62782704,705,-2.89E-08,4.761268572,,,,,,,705,-1.37E-07,22.6337978,705,-3.56E-08,5.871302087,,,,,,,705,-3.98E-07,65.71530362,705,-7.31E-08,12.04955401,,,,,,,705,-2.30E-07,37.89980999,705,-2.60E-08,4.295153458,,,,,,,705,-3.54E-07,58.40838018,705,-3.14E-08,5.172624231,,,,,,,705,-2.24E-07,36.99528937,705,-1.90E-08,3.13200987,,,,,,,705,-2.48E-07,40.89904468,705,-2.68E-08,4.423805188,,,,,,,705,-4.73E-07,77.97103027,,,,705,-4.15E-07,68.51727232,,,
710,-6.14E-07,710,-2.03E-07,33.06807774,710,-2.54E-08,4.135281981,,,,,,,710,-3.86E-07,62.83493747,710,-2.96E-08,4.824305517,,,,,,,710,-1.41E-07,22.94392965,710,-3.76E-08,6.130647206,,,,,,,710,-4.06E-07,66.16956367,710,-7.71E-08,12.56424965,,,,,,,710,-2.34E-07,38.08142472,710,-2.70E-08,4.393095424,,,,,,,710,-3.59E-07,58.56748943,710,-3.26E-08,5.308316847,,,,,,,710,-2.29E-07,37.23790868,710,-1.95E-08,3.172800193,,,,,,,710,-2.52E-07,41.10168801,710,-2.78E-08,4.525587414,,,,,,,710,-4.80E-07,78.18005221,,,,710,-4.21E-07,68.64356232,,,
715,-6.27E-07,715,-2.09E-07,33.35383948,715,-2.62E-08,4.176242402,,,,,,,715,-3.95E-07,62.98868124,715,-3.05E-08,4.866014082,,,,,,,715,-1.46E-07,23.28393795,715,-4.01E-08,6.387878633,,,,,,,715,-4.18E-07,66.64679801,715,-8.21E-08,13.08207454,,,,,,,715,-2.40E-07,38.24694719,715,-2.81E-08,4.48112531,,,,,,,715,-3.68E-07,58.69689252,715,-3.41E-08,5.432270732,,,,,,,715,-2.35E-07,37.45629162,715,-2.01E-08,3.197206488,,,,,,,715,-2.60E-07,41.39570391,715,-2.90E-08,4.615637162,,,,,,,715,-4.91E-07,78.24685156,,,,715,-4.30E-07,68.60168235,,,
720,-6.39E-07,720,-2.15E-07,33.59020086,720,-2.71E-08,4.23158751,,,,,,,720,-4.04E-07,63.13246981,720,-3.15E-08,4.926318754,,,,,,,720,-1.51E-07,23.57361867,720,-4.27E-08,6.677773606,,,,,,,720,-4.29E-07,67.10656404,720,-8.69E-08,13.59817909,,,,,,,720,-2.46E-07,38.4364245,720,-2.93E-08,4.580595707,,,,,,,720,-3.75E-07,58.70299105,720,-3.56E-08,5.573962831,,,,,,,720,-2.41E-07,37.66722984,720,-2.07E-08,3.23071147,,,,,,,720,-2.66E-07,41.63929041,720,-3.02E-08,4.72170077,,,,,,,720,-5.00E-07,78.2837432,,,,720,-4.39E-07,68.70565046,,,
725,-6.43E-07,725,-2.18E-07,33.81558864,725,-2.78E-08,4.325842522,,,,,,,725,-4.08E-07,63.36859579,725,-3.24E-08,5.03135074,,,,,,,725,-1.54E-07,23.92401837,725,-4.52E-08,7.01948813,,,,,,,725,-4.34E-07,67.47574475,725,-9.12E-08,14.17808837,,,,,,,725,-2.48E-07,38.52985703,725,-3.04E-08,4.717532478,,,,,,,725,-3.78E-07,58.70593099,725,-3.70E-08,5.747117504,,,,,,,725,-2.44E-07,37.92506909,725,-2.12E-08,3.298122686,,,,,,,725,-2.69E-07,41.85828906,725,-3.13E-08,4.866436834,,,,,,,725,-5.04E-07,78.39674462,,,,725,-4.43E-07,68.86562237,,,
730,-6.43E-07,730,-2.18E-07,33.94269711,730,-2.85E-08,4.433234182,,,,,,,730,-4.10E-07,63.72195233,730,-3.32E-08,5.156513712,,,,,,,730,-1.56E-07,24.30477203,730,-4.77E-08,7.405300734,,,,,,,730,-4.37E-07,67.84296722,730,-9.54E-08,14.8186828,,,,,,,730,-2.48E-07,38.5963031,730,-3.13E-08,4.870869583,,,,,,,730,-3.77E-07,58.64500869,730,-3.82E-08,5.931855692,,,,,,,730,-2.46E-07,38.1557149,730,-2.18E-08,3.380795639,,,,,,,730,-2.71E-07,42.09054826,730,-3.24E-08,5.036381551,,,,,,,730,-5.05E-07,78.47784937,,,,730,-4.43E-07,68.90441956,,,
735,-6.48E-07,735,-2.21E-07,34.09393632,735,-2.94E-08,4.536762221,,,,,,,735,-4.16E-07,64.18436597,735,-3.42E-08,5.274522424,,,,,,,735,-1.60E-07,24.68579596,735,-5.06E-08,7.805441213,,,,,,,735,-4.42E-07,68.26921148,735,-1.00E-07,15.49744022,,,,,,,735,-2.52E-07,38.94463249,735,-3.25E-08,5.016923725,,,,,,,735,-3.80E-07,58.644219,735,-3.96E-08,6.113377383,,,,,,,735,-2.48E-07,38.33235325,735,-2.24E-08,3.458829739,,,,,,,735,-2.75E-07,42.43124399,735,-3.38E-08,5.210933051,,,,,,,735,-5.10E-07,78.71206824,,,,735,-4.49E-07,69.24759263,,,
740,-6.65E-07,740,-2.28E-07,34.25943339,740,-3.06E-08,4.602316579,,,,,,,740,-4.30E-07,64.61838429,740,-3.56E-08,5.351691849,,,,,,,740,-1.67E-07,25.06653508,740,-5.45E-08,8.201002878,,,,,,,740,-4.57E-07,68.74754584,740,-1.08E-07,16.17964546,,,,,,,740,-2.61E-07,39.21244134,740,-3.42E-08,5.147986947,,,,,,,740,-3.90E-07,58.74840338,740,-4.17E-08,6.273629543,,,,,,,740,-2.57E-07,38.65157585,740,-2.33E-08,3.509471375,,,,,,,740,-2.84E-07,42.77411774,740,-3.57E-08,5.36508161,,,,,,,740,-5.26E-07,79.15680614,,,,740,-4.63E-07,69.65744779,,,
745,-7.03E-07,745,-2.41E-07,34.34059369,745,-3.24E-08,4.614251006,,,,,,,745,-4.58E-07,65.09112427,745,-3.77E-08,5.365179887,,,,,,,745,-1.78E-07,25.39061389,745,-6.02E-08,8.559934907,,,,,,,745,-4.88E-07,69.34790525,745,-1.18E-07,16.83395069,,,,,,,745,-2.77E-07,39.33450546,745,-3.68E-08,5.235022674,,,,,,,745,-4.13E-07,58.78141554,745,-4.50E-08,6.396764704,,,,,,,745,-2.74E-07,38.92198533,745,-2.47E-08,3.516662968,,,,,,,745,-3.03E-07,43.04647537,745,-3.85E-08,5.47584908,,,,,,,745,-5.59E-07,79.5132547,,,,745,-4.92E-07,70.01448088,,,
750,-8.04E-07,750,-2.76E-07,34.31129559,750,-3.61E-08,4.491658704,,,,,,,750,-5.25E-07,65.33521958,750,-4.19E-08,5.215301003,,,,,,,750,-2.05E-07,25.55032151,750,-7.06E-08,8.786729575,,,,,,,750,-5.60E-07,69.70494406,750,-1.40E-07,17.37114787,,,,,,,750,-3.16E-07,39.37766265,750,-4.18E-08,5.200992395,,,,,,,750,-4.72E-07,58.66803034,750,-5.14E-08,6.396818761,,,,,,,750,-3.14E-07,39.03077222,750,-2.74E-08,3.404951027,,,,,,,750,-3.46E-07,43.04041746,750,-4.39E-08,5.46688366,,,,,,,750,-6.41E-07,79.74473443,,,,750,-5.64E-07,70.22328894,,,
755,-9.57E-07,755,-3.29E-07,34.34376567,755,-4.16E-08,4.347212937,,,,,,,755,-6.28E-07,65.60483871,755,-4.83E-08,5.048261742,,,,,,,755,-2.46E-07,25.69718369,755,-8.63E-08,9.016066355,,,,,,,755,-6.70E-07,70.01274444,755,-1.72E-07,17.95117416,,,,,,,755,-3.77E-07,39.36810547,755,-4.93E-08,5.14697894,,,,,,,755,-5.61E-07,58.6020809,755,-6.10E-08,6.368460638,,,,,,,755,-3.74E-07,39.10517299,755,-3.14E-08,3.277202073,,,,,,,755,-4.12E-07,43.0609644,755,-5.21E-08,5.444593014,,,,,,,755,-7.66E-07,79.99843306,,,,755,-6.75E-07,70.54299682,,,
760,-1.05E-06,760,-3.62E-07,34.48211183,760,-4.59E-08,4.374378139,,,,,,,760,-6.93E-07,65.99319226,760,-5.33E-08,5.077717741,,,,,,,760,-2.73E-07,26.00585561,760,-9.93E-08,9.456285259,,,,,,,760,-7.40E-07,70.4761134,760,-1.96E-07,18.68120254,,,,,,,760,-4.15E-07,39.55487848,760,-5.52E-08,5.257861036,,,,,,,760,-6.17E-07,58.72595273,760,-6.83E-08,6.503153936,,,,,,,760,-4.13E-07,39.3690224,760,-3.46E-08,3.293899217,,,,,,,760,-4.54E-07,43.25191021,760,-5.87E-08,5.590250173,,,,,,,760,-8.44E-07,80.33895884,,,,760,-7.45E-07,70.93408869,,,
765,-1.07E-06,765,-3.69E-07,34.55749464,765,-4.82E-08,4.519821651,,,,,,,765,-7.06E-07,66.13422302,765,-5.58E-08,5.225780279,,,,,,,765,-2.80E-07,26.26653288,765,-1.07E-07,9.991446049,,,,,,,765,-7.54E-07,70.61197759,765,-2.07E-07,19.41578293,,,,,,,765,-4.23E-07,39.62512519,765,-5.82E-08,5.449700799,,,,,,,765,-6.26E-07,58.62435974,765,-7.19E-08,6.733449322,,,,,,,765,-4.22E-07,39.5015473,765,-3.64E-08,3.406402628,,,,,,,765,-4.63E-07,43.37930731,765,-6.22E-08,5.826711751,,,,,,,765,-8.57E-07,80.3140134,,,,765,-7.59E-07,71.11303489,,,
770,-1.03E-06,770,-3.57E-07,34.72756013,770,-4.88E-08,4.746382627,,,,,,,770,-6.82E-07,66.37601226,770,-5.63E-08,5.473796843,,,,,,,770,-2.74E-07,26.62960531,770,-1.10E-07,10.67756134,,,,,,,770,-7.30E-07,71.01111354,770,-2.09E-07,20.2891953,,,,,,,770,-4.09E-07,39.78599742,770,-5.90E-08,5.741689161,,,,,,,770,-6.06E-07,58.92424795,770,-7.26E-08,7.059847766,,,,,,,770,-4.10E-07,39.87908854,770,-3.70E-08,3.602052479,,,,,,,770,-4.49E-07,43.7238394,770,-6.34E-08,6.163857883,,,,,,,770,-8.29E-07,80.63111306,,,,770,-7.36E-07,71.56868753,,,
775,-8.38E-07,775,-2.92E-07,34.83232135,775,-4.40E-08,5.251628345,,,,,,,775,-5.55E-07,66.24198654,775,-5.04E-08,6.014406034,,,,,,,775,-2.27E-07,27.06327607,775,-9.72E-08,11.60190474,,,,,,,775,-5.95E-07,71.01373191,775,-1.77E-07,21.17665588,,,,,,,775,-3.34E-07,39.8858876,775,-5.21E-08,6.219626999,,,,,,,775,-4.94E-07,58.91941617,775,-6.36E-08,7.592340485,,,,,,,775,-3.36E-07,40.14694776,775,-3.36E-08,4.012189171,,,,,,,775,-3.67E-07,43.83185721,775,-5.62E-08,6.707265419,,,,,,,775,-6.74E-07,80.42716982,,,,775,-6.00E-07,71.62450291,,,
780,-7.44E-07,780,-2.61E-07,35.04909673,780,-4.22E-08,5.675910461,,,,,,,780,-4.93E-07,66.23002714,780,-4.80E-08,6.452771121,,,,,,,780,-2.04E-07,27.37206744,780,-9.28E-08,12.48315704,,,,,,,780,-5.28E-07,71.00509121,780,-1.64E-07,22.03530231,,,,,,,780,-2.97E-07,39.91224177,780,-4.92E-08,6.613333979,,,,,,,780,-4.38E-07,58.83673958,780,-5.98E-08,8.035404514,,,,,,,780,-3.00E-07,40.33355118,780,-3.23E-08,4.340307194,,,,,,,780,-3.26E-07,43.85477264,780,-5.33E-08,7.168042343,,,,,,,780,-5.96E-07,80.08872644,,,,780,-5.32E-07,71.54460393,,,
785,-8.91E-07,785,-3.13E-07,35.08526058,785,-4.95E-08,5.556721263,,,,,,,785,-5.92E-07,66.40170824,785,-5.61E-08,6.298634776,,,,,,,785,-2.45E-07,27.48345225,785,-1.15E-07,12.92457774,,,,,,,785,-6.36E-07,71.41299067,785,-2.02E-07,22.69725732,,,,,,,785,-3.55E-07,39.85137044,785,-5.87E-08,6.588690195,,,,,,,785,-5.25E-07,58.91244366,785,-7.19E-08,8.062081958,,,,,,,785,-3.59E-07,40.33599302,785,-3.77E-08,4.229198763,,,,,,,785,-3.91E-07,43.85795027,785,-6.42E-08,7.199994614,,,,,,,785,-7.15E-07,80.2619812,,,,785,-6.40E-07,71.83780684,,,
790,-1.18E-06,790,-4.15E-07,35.08870253,790,-6.38E-08,5.39231225,,,,,,,790,-7.87E-07,66.51298944,790,-7.17E-08,6.063234204,,,,,,,790,-3.24E-07,27.40416518,790,-1.57E-07,13.31294447,,,,,,,790,-8.47E-07,71.55593538,790,-2.75E-07,23.28040852,,,,,,,790,-4.72E-07,39.92243442,790,-7.71E-08,6.513107788,,,,,,,790,-6.97E-07,58.91222224,790,-9.49E-08,8.026042287,,,,,,,790,-4.76E-07,40.27256152,790,-4.80E-08,4.056470039,,,,,,,790,-5.17E-07,43.72996089,790,-8.50E-08,7.181493814,,,,,,,790,-9.53E-07,80.52669529,,,,790,-8.53E-07,72.06709389,,,
795,-1.50E-06,795,-5.29E-07,35.1710756,795,-8.08E-08,5.377459902,,,,,,,795,-1.00E-06,66.63447109,795,-9.01E-08,5.996692636,,,,,,,795,-4.11E-07,27.33950105,795,-2.08E-07,13.8101738,,,,,,,795,-1.07E-06,71.47558192,795,-3.59E-07,23.88240099,,,,,,,795,-5.97E-07,39.73958832,795,-9.84E-08,6.547476505,,,,,,,795,-8.84E-07,58.7896591,795,-1.22E-07,8.115680577,,,,,,,795,-6.05E-07,40.22072597,795,-6.05E-08,4.026975106,,,,,,,795,-6.57E-07,43.71141852,795,-1.10E-07,7.297487148,,,,,,,795,-1.21E-06,80.49047703,,,,795,-1.09E-06,72.24701193,,,
800,-1.69E-06,800,-5.94E-07,35.14550258,800,-9.34E-08,5.523492346,,,,,,,800,-1.12E-06,66.45014145,800,-1.03E-07,6.098323935,,,,,,,800,-4.64E-07,27.42291426,800,-2.44E-07,14.4354812,,,,,,,800,-1.20E-06,71.14062766,800,-4.14E-07,24.46348657,,,,,,,800,-6.66E-07,39.37327332,800,-1.13E-07,6.697932238,,,,,,,800,-9.89E-07,58.47978599,800,-1.41E-07,8.315100668,,,,,,,800,-6.76E-07,39.99298683,800,-6.94E-08,4.104715026,,,,,,,800,-7.36E-07,43.53339594,800,-1.27E-07,7.524256344,,,,,,,800,-1.36E-06,80.12842498,,,,800,-1.22E-06,72.07942267,,,
805,-1.69E-06,805,-5.96E-07,35.16630911,805,-9.79E-08,5.780408928,,,,,,,805,-1.12E-06,66.36336158,805,-1.07E-07,6.332037306,,,,,,,805,-4.67E-07,27.57669606,805,-2.58E-07,15.25036395,,,,,,,805,-1.21E-06,71.1428224,805,-4.27E-07,25.17867116,,,,,,,805,-6.68E-07,39.4411929,805,-1.18E-07,6.963127563,,,,,,,805,-9.91E-07,58.49498257,805,-1.46E-07,8.635605298,,,,,,,805,-6.79E-07,40.09678292,805,-7.26E-08,4.286749938,,,,,,,805,-7.38E-07,43.55998663,805,-1.33E-07,7.863538096,,,,,,,805,-1.35E-06,79.94614775,,,,805,-1.22E-06,72.00043214,,,
810,-1.62E-06,810,-5.73E-07,35.3642501,810,-9.86E-08,6.087935126,,,,,,,810,-1.08E-06,66.58120745,810,-1.07E-07,6.632297781,,,,,,,810,-4.51E-07,27.82632745,810,-2.62E-07,16.16376809,,,,,,,810,-1.15E-06,71.27601125,810,-4.20E-07,25.95735723,,,,,,,810,-6.39E-07,39.45783504,810,-1.18E-07,7.279569547,,,,,,,810,-9.50E-07,58.64985962,810,-1.46E-07,9.013591164,,,,,,,810,-6.53E-07,40.32358032,810,-7.31E-08,4.515716018,,,,,,,810,-7.09E-07,43.76013967,810,-1.34E-07,8.259891498,,,,,,,810,-1.30E-06,79.99106104,,,,810,-1.17E-06,72.17138843,,,
815,-1.59E-06,815,-5.65E-07,35.47027225,815,-1.02E-07,6.380925109,,,,,,,815,-1.06E-06,66.78855677,815,-1.10E-07,6.91771884,,,,,,,815,-4.48E-07,28.12452509,815,-2.73E-07,17.11271789,,,,,,,815,-1.14E-06,71.65781849,815,-4.28E-07,26.84942019,,,,,,,815,-6.32E-07,39.6816037,815,-1.21E-07,7.622872889,,,,,,,815,-9.39E-07,58.96102656,815,-1.50E-07,9.402619162,,,,,,,815,-6.46E-07,40.58971953,815,-7.55E-08,4.740338278,,,,,,,815,-7.01E-07,44.02085382,815,-1.38E-07,8.665438346,,,,,,,815,-1.28E-06,80.12626082,,,,815,-1.15E-06,72.50288555,,,
820,-1.58E-06,820,-5.64E-07,35.59078146,820,-1.05E-07,6.641009831,,,,,,,820,-1.06E-06,66.95840904,820,-1.14E-07,7.192476127,,,,,,,820,-4.49E-07,28.34415586,820,-2.86E-07,18.02969133,,,,,,,820,-1.14E-06,71.88190871,820,-4.39E-07,27.71121292,,,,,,,820,-6.31E-07,39.80440555,820,-1.26E-07,7.954607849,,,,,,,820,-9.37E-07,59.1594967,820,-1.55E-07,9.753531549,,,,,,,820,-6.46E-07,40.79474763,820,-7.86E-08,4.958526428,,,,,,,820,-0.000000702,44.30411302,820,-1.44E-07,9.082280059,,,,,,,820,-1.27E-06,80.23784114,,,,820,-1.15E-06,72.76893764,,,
825,-1.56E-06,825,-5.56E-07,35.6210043,825,-1.08E-07,6.920659959,,,,,,,825,-1.05E-06,67.02146214,825,-1.17E-07,7.479047637,,,,,,,825,-4.45E-07,28.52522299,825,-2.96E-07,18.95228568,,,,,,,825,-1.12E-06,71.96827168,825,-4.45E-07,28.51175705,,,,,,,825,-6.22E-07,39.88739909,825,-1.29E-07,8.276680197,,,,,,,825,-9.24E-07,59.23410859,825,-1.58E-07,10.119911,,,,,,,825,-6.38E-07,40.89644692,825,-8.11E-08,5.198302009,,,,,,,825,-6.94E-07,44.4779383,825,-1.48E-07,9.493552379,,,,,,,825,-1.25E-06,80.24950465,,,,825,-1.13E-06,72.71364356,,,
830,-1.53E-06,830,-5.44E-07,35.61489252,830,-1.10E-07,7.225344474,,,,,,,830,-1.03E-06,67.11146495,830,-1.19E-07,7.792910398,,,,,,,830,-4.39E-07,28.74679534,830,-3.05E-07,19.9209359,,,,,,,830,-1.10E-06,72.16637349,830,-4.49E-07,29.38291925,,,,,,,830,-6.11E-07,39.94052202,830,-1.32E-07,8.640595879,,,,,,,830,-9.06E-07,59.29807874,830,-1.61E-07,10.51239899,,,,,,,830,-6.28E-07,41.07336424,830,-8.34E-08,5.457163361,,,,,,,830,-6.83E-07,44.6806395,830,-1.52E-07,9.933450344,,,,,,,830,-1.23E-06,80.22926366,,,,830,-1.11E-06,72.8193098,,,
835,-1.49E-06,835,-5.31E-07,35.6916026,835,-1.12E-07,7.525859561,,,,,,,835,-1.00E-06,67.2243791,835,-1.21E-07,8.130688113,,,,,,,835,-4.31E-07,28.96317889,835,-3.11E-07,20.90249315,,,,,,,835,-1.08E-06,72.43371105,835,-4.50E-07,30.24142756,,,,,,,835,-5.98E-07,40.18512335,835,-1.34E-07,9.022983216,,,,,,,835,-8.84E-07,59.38834588,835,-1.62E-07,10.9093523,,,,,,,835,-6.13E-07,41.1982095,835,-8.52E-08,5.72366799,,,,,,,835,-6.69E-07,44.91532199,835,-1.55E-07,10.38695457,,,,,,,835,-1.19E-06,80.24838078,,,,835,-1.09E-06,72.92453382,,,
