wl,bg,wl1,01_C.sexpl_intact_bright_i2_p1_r1,01_C.sexpl_intact_bright_i2_p1_r1_cal,wl1,02_C.sexpl_intact_darkpt_i2_p1_r1,02_C.sexpl_intact_darkpt_i2_p1_r1_Cal,wl1,03_C.sexpl_intact_bright_i2_p2_r1,03_C.sexpl_intact_bright_i2_p2_r2_cal,wl1,04_C.sexpl_intact_darkpt_i2_p2_r1,04_C.sexpl_intact_darkpt_i2_p2_r1_cal,wl1,05_C.sexpl_alterd_bright_i2_p1_r1,05_C.sexpl_alterd_bright_i2_p1_r1_cal,wl1,06_C.sexpl_alterd_darkpt_i2_p1_r1,06_C.sexpl_alterd_darkpt_i2_p1_r1_cal,wl,07_C.sexpl_alterd_bright_i2_p2_r1,07_C.sexpl_alterd_bright_i2_p2_r1_cal,wl,08_C.sexpl_alterd_darkpt_i2_p2_r1,08_C.sexpl_alterd_darkpt_i2_p2_r1_cal,wl,09_T.bonvo_intact_bright_i2_p1_r1,09_T.bonvo_intact_bright_i2_p1_r1_cal,wl,10_T.bonvo_intact_darkpt_i2_p1_r1,10_T.bonvo_intact_darkpt_i2_p1_r1_cal,wl,11.T.bonvo_intact_bright_2_2_1,11.T.bonvo_intact_bright_2_2_1_cal,wl,12_T.bonvo_intact_darkpt_i2_p2_r1,12_T.bonvo_intact_darkpt_i2_p2_r1_cal,wl,13_T.bonvo_alterd_bright_i2_p1_r1,13_T.bonvo_alterd_bright_i2_p1_r1_cal,wl,14_T.bonvo_alterd_darkpt_i2_p1_r1,14_T.bonvo_alterd_darkpt_i2_p1_r1_cal,wl,15_T.bonvo_alterd_bright_i2_p2_r1,15_T.bonvo_alterd_bright_i2_p2_r1_cal,wl,16_T.bonvo_alterd_darkpt_i2_p2_r1,16_T.bonvo_alterd_darkpt_i2_p2_r1_cal,wl,17_C.scala_intact_bright_i2_p1_r1,17_C.scala_intact_bright_i2_p1_r1_cal,wl,18_C.scala_intact_darkpt_i2_p1_r1,18_C.scala_intact_darkpt_i2_p1_r1_cal,wl,19_C.scala_intact_bright_i2_p2_r1,19_C.scala_intact_bright_i2_p2_r1_cal,wl,20_C.scala_intact_darkpt_i2_p2_r1,20_C.scala_intact_darkpt_i2_p2_r1_cal,wl,21_C.scala_alterd_bright_i2_p1_r1,21_C.scala_alterd_bright_i2_p1_r1_cal,wl,22_C.scala_alterd_darkpt_i2_p1_r1,22_C.scala_alterd_darkpt_i2_p1_r1_cal,wl,23_C.scala_alterd_bright_i2_p2_r1,23_C.scala_alterd_bright_i2_p2_r1_cal,wl,24_C.scala_alterd_darkpt_i2_p2_r1,24_C.scala_alterd_darkpt_i2_p2_r1_cal,wl,25_C.octos_intact_bright_i2_p1_r1,25_C.octos_intact_bright_i2_p1_r1_cal,wl,26_C.octos_intact_darkpt_i2_p1_r1,26_C.octos_intact_darkpt_i2_p1_r1_cal,wl,27_C.octos_intact_bright_i2_p2_r1,27_C.octos_intact_bright_i2_p2_r1_cal,wl,28_C.octos_intact_darkpt_i2_p2_r1,28_C.octos_intact_darkpt_i2_p2_r1_cal,wl,29_C.octos_alterd_bright_i2_p1_r1,29_C.octos_alterd_bright_i2_p1_r1_cal,wl,30_C.octos_alterd_darkpt_i2_p1_r1,30_C.octos_alterd_darkpt_i2_p1_r1_cal,wl,31_C.octos_alterd_bright_i2_p2_r1,31_C.octos_alterd_bright_i2_p2_r1_cal,wl,32_C.octos_alterd_darkpt_i2_p2_r1,32_C.octos_alterd_darkpt_i2_p2_r1_cal,wl,33_T.bruck_intact_bright_i2_p1_r1,33_T.bruck_intact_bright_i2_p1_r1_cal,wl,34_T.bruck_intact_bright_i2_p2_r1,34_T.bruck_intact_bright_i2_p2_r1_cal,wl,35_T.bruck_alterd_bright_i2_p1_r1,35_T.bruck_alterd_bright_i2_p1_r1_cal,wl,36_T.bruck_alterd_bright_i2_p2_r1,36_T.bruck_alterd_bright_i2_p2_r1_cal
500,-2.85E-07,500,-3.81E-08,13.35626887,500,-1.68E-08,5.877670114,,,,,,,500,-1.02E-07,35.60058496,500,-1.92E-08,6.722497519,,,,,,,500,-1.68E-08,5.885034736,500,-1.71E-08,6.007427748,,,,,,,500,-1.58E-08,5.553977422,500,-1.46E-08,5.112450771,,,,,,,500,-3.98E-08,13.97314368,500,-1.44E-08,5.044064991,,,,,,,500,-9.05E-08,31.74608185,500,-1.55E-08,5.421414218,,,,,,,500,-4.52E-08,15.84516057,500,-1.36E-08,4.751934967,,,,,,,500,-6.64E-08,23.27431114,500,-1.52E-08,5.330233178,,,,,,,500,-1.60E-07,56.27834065,,,,500,-1.59E-07,55.90800534,,,
505,-2.98E-07,505,-4.23E-08,14.20403836,505,-1.68E-08,5.645177525,,,,,,,505,-1.12E-07,37.41418995,505,-1.93E-08,6.461169902,,,,,,,505,-1.68E-08,5.647861711,505,-1.72E-08,5.755229129,,,,,,,505,-1.59E-08,5.335154106,505,-1.47E-08,4.926486871,,,,,,,505,-4.64E-08,15.57196637,505,-1.45E-08,4.860053281,,,,,,,505,-9.79E-08,32.84369317,505,-1.56E-08,5.22376041,,,,,,,505,-4.93E-08,16.54431255,505,-1.36E-08,4.561773173,,,,,,,505,-7.13E-08,23.91508579,505,-1.53E-08,5.123774502,,,,,,,505,-1.71E-07,57.50733118,,,,505,-1.70E-07,57.12215057,,,
510,-3.12E-07,510,-4.68E-08,14.97881037,510,-1.69E-08,5.41224482,,,,,,,510,-1.22E-07,39.17214693,510,-1.93E-08,6.196084964,,,,,,,510,-1.69E-08,5.40904155,510,-1.72E-08,5.507702262,,,,,,,510,-1.60E-08,5.12170824,510,-1.48E-08,4.750128932,,,,,,,510,-5.46E-08,17.47832187,510,-1.46E-08,4.661718682,,,,,,,510,-1.06E-07,34.04050855,510,-1.57E-08,5.024649162,,,,,,,510,-5.37E-08,17.1925902,510,-1.36E-08,4.369580468,,,,,,,510,-7.70E-08,24.65396677,510,-1.54E-08,4.918300601,,,,,,,510,-1.83E-07,58.70056153,,,,510,-1.82E-07,58.42315836,,,
515,-3.26E-07,515,-5.10E-08,15.61574257,515,-1.70E-08,5.198099422,,,,,,,515,-1.33E-07,40.85017477,515,-1.94E-08,5.951713553,,,,,,,515,-1.69E-08,5.190134395,515,-1.72E-08,5.277137002,,,,,,,515,-1.61E-08,4.942605851,515,-1.50E-08,4.589693867,,,,,,,515,-6.26E-08,19.18530024,515,-1.47E-08,4.488292941,,,,,,,515,-1.15E-07,35.3175442,515,-1.58E-08,4.84059223,,,,,,,515,-5.81E-08,17.80949493,515,-1.37E-08,4.198488483,,,,,,,515,-8.26E-08,25.31530786,515,-1.54E-08,4.732451666,,,,,,,515,-1.95E-07,59.74842767,,,,515,-1.95E-07,59.61149047,,,
520,-3.32E-07,520,-5.41E-08,16.29094476,520,-1.70E-08,5.117380498,,,,,,,520,-1.41E-07,42.41194206,520,-1.95E-08,5.863307837,,,,,,,520,-1.70E-08,5.113468818,520,-1.72E-08,5.18839254,,,,,,,520,-1.63E-08,4.899529997,520,-1.51E-08,4.551992249,,,,,,,520,-6.87E-08,20.67503566,520,-1.47E-08,4.43674813,,,,,,,520,-1.22E-07,36.6927646,520,-1.59E-08,4.777967009,,,,,,,520,-6.14E-08,18.47155607,520,-1.37E-08,4.132238865,,,,,,,520,-8.65E-08,26.02711697,520,-1.55E-08,4.667236368,,,,,,,520,-2.02E-07,60.7300399,,,,520,-2.01E-07,60.52332264,,,
525,-3.44E-07,525,-5.79E-08,16.8294618,525,-1.71E-08,4.967261758,,,,,,,525,-1.51E-07,43.94683995,525,-1.96E-08,5.687706521,,,,,,,525,-1.71E-08,4.96319309,525,-1.73E-08,5.021607531,,,,,,,525,-1.66E-08,4.814686727,525,-1.54E-08,4.461003275,,,,,,,525,-7.49E-08,21.77173032,525,-1.48E-08,4.300872148,,,,,,,525,-1.31E-07,38.01268843,525,-0.000000016,4.649905694,,,,,,,525,-6.59E-08,19.15325217,525,-1.38E-08,4.005312517,,,,,,,525,-9.19E-08,26.70615212,525,-1.56E-08,4.531333099,,,,,,,525,-2.11E-07,61.46565027,,,,525,-2.11E-07,61.31772515,,,
530,-3.53E-07,530,-6.12E-08,17.3501112,530,-1.72E-08,4.864861798,,,,,,,530,-1.60E-07,45.38164344,530,-1.97E-08,5.576010984,,,,,,,530,-1.72E-08,4.866563791,530,-1.73E-08,4.909964599,,,,,,,530,-1.69E-08,4.803022739,530,-1.56E-08,4.415535787,,,,,,,530,-8.03E-08,22.77237553,530,-1.49E-08,4.214417011,,,,,,,530,-1.38E-07,39.16937094,530,-1.61E-08,4.568147778,,,,,,,530,-6.96E-08,19.73687196,530,-1.38E-08,3.920539645,,,,,,,530,-9.62E-08,27.29854083,530,-1.57E-08,4.442200336,,,,,,,530,-2.19E-07,62.20271865,,,,530,-2.19E-07,62.01351382,,,
535,-3.57E-07,535,-6.44E-08,18.01319205,535,-1.72E-08,4.809671933,,,,,,,535,-1.67E-07,46.82366961,535,-1.97E-08,5.517667726,,,,,,,535,-1.72E-08,4.824497606,535,-1.73E-08,4.846596249,,,,,,,535,-1.74E-08,4.880723269,535,-1.58E-08,4.423924719,,,,,,,535,-8.48E-08,23.72555163,535,-1.49E-08,4.181399096,,,,,,,535,-1.45E-07,40.4293291,535,-1.62E-08,4.533858479,,,,,,,535,-7.25E-08,20.28823345,535,-1.38E-08,3.87369646,,,,,,,535,-9.97E-08,27.8982791,535,-1.57E-08,4.400147697,,,,,,,535,-2.25E-07,63.03204583,,,,535,-2.24E-07,62.75231616,,,
540,-3.61E-07,540,-6.73E-08,18.64611531,540,-1.72E-08,4.776167374,,,,,,,540,-1.74E-07,48.32357578,540,-1.98E-08,5.480761505,,,,,,,540,-1.74E-08,4.81412624,540,-1.74E-08,4.808861871,,,,,,,540,-1.82E-08,5.049083307,540,-1.61E-08,4.46058235,,,,,,,540,-8.85E-08,24.52059615,540,-1.50E-08,4.159959215,,,,,,,540,-1.50E-07,41.69435078,540,-1.63E-08,4.517382113,,,,,,,540,-7.53E-08,20.85548755,540,-1.39E-08,3.846036623,,,,,,,540,-1.03E-07,28.52955112,540,-1.58E-08,4.37385881,,,,,,,540,-2.30E-07,63.81605743,,,,540,-2.30E-07,63.58830424,,,
545,-3.72E-07,545,-7.10E-08,19.10494508,545,-1.73E-08,4.661475291,,,,,,,545,-1.85E-07,49.74410858,545,-1.99E-08,5.347619483,,,,,,,545,-1.76E-08,4.738700147,545,-1.74E-08,4.682732307,,,,,,,545,-1.95E-08,5.248061306,545,-1.65E-08,4.437873007,,,,,,,545,-9.38E-08,25.23342356,545,-1.51E-08,4.063857153,,,,,,,545,-1.60E-07,42.9531646,545,-1.64E-08,4.423881047,,,,,,,545,-7.94E-08,21.37110445,545,-1.39E-08,3.74715452,,,,,,,545,-1.08E-07,29.06076278,545,-1.59E-08,4.274812858,,,,,,,545,-2.40E-07,64.6205219,,,,545,-2.40E-07,64.60222472,,,
550,-3.79E-07,550,-7.43E-08,19.59566715,550,-1.74E-08,4.587572052,,,,,,,550,-1.93E-07,50.97721244,550,-2.00E-08,5.261811719,,,,,,,550,-1.80E-08,4.733389234,550,-1.75E-08,4.602338349,,,,,,,550,-2.14E-08,5.64230755,550,-1.70E-08,4.472078515,,,,,,,550,-9.84E-08,25.93541855,550,-1.52E-08,4.005358056,,,,,,,550,-1.68E-07,44.31392093,550,-1.66E-08,4.372142326,,,,,,,550,-8.28E-08,21.84515428,550,-1.40E-08,3.686036884,,,,,,,550,-1.13E-07,29.69159534,550,-1.60E-08,4.213932001,,,,,,,550,-2.49E-07,65.62247852,,,,550,-2.49E-07,65.60296592,,,
555,-3.87E-07,555,-7.79E-08,20.13648435,555,-1.75E-08,4.526377579,,,,,,,555,-2.01E-07,52.07764972,555,-2.01E-08,5.193542465,,,,,,,555,-1.85E-08,4.773849205,555,-1.75E-08,4.530773627,,,,,,,555,-2.43E-08,6.278331881,555,-1.75E-08,4.524567442,,,,,,,555,-1.03E-07,26.70314524,555,-1.53E-08,3.960321791,,,,,,,555,-1.77E-07,45.65942008,555,-1.67E-08,4.327521069,,,,,,,555,-8.67E-08,22.40768946,555,-1.40E-08,3.63216976,,,,,,,555,-1.17E-07,30.23627463,555,-1.61E-08,4.16383294,,,,,,,555,-2.57E-07,66.5184078,,,,555,-2.57E-07,66.49797911,,,
560,-3.93E-07,560,-8.17E-08,20.79327657,560,-1.76E-08,4.478124936,,,,,,,560,-2.09E-07,53.18807666,560,-2.02E-08,5.14160743,,,,,,,560,-1.92E-08,4.892865145,560,-1.76E-08,4.473542172,,,,,,,560,-2.84E-08,7.235167118,560,-1.81E-08,4.609752123,,,,,,,560,-1.08E-07,27.45432511,560,-1.54E-08,3.923865002,,,,,,,560,-1.84E-07,46.78850032,560,-1.69E-08,4.296087337,,,,,,,560,-9.04E-08,23.02737438,560,-1.41E-08,3.588559382,,,,,,,560,-1.21E-07,30.78013932,560,-1.62E-08,4.12550665,,,,,,,560,-2.65E-07,67.44887671,,,,560,-2.65E-07,67.34398232,,,
565,-3.98E-07,565,-8.58E-08,21.54264535,565,-1.77E-08,4.439054033,,,,,,,565,-2.16E-07,54.20954304,565,-2.03E-08,5.103983045,,,,,,,565,-2.03E-08,5.095194331,565,-1.76E-08,4.431269743,,,,,,,565,-3.43E-08,8.603397968,565,-1.88E-08,4.718786253,,,,,,,565,-1.12E-07,28.09375298,565,-1.55E-08,3.901938037,,,,,,,565,-1.90E-07,47.78850838,565,-1.71E-08,4.282866025,,,,,,,565,-9.38E-08,23.55726977,565,-1.42E-08,3.554909376,,,,,,,565,-1.25E-07,31.28330295,565,-1.63E-08,4.099056343,,,,,,,565,-2.72E-07,68.34430667,,,,565,-2.71E-07,68.05879901,,,
570,-4.01E-07,570,-8.90E-08,22.18465857,570,-1.78E-08,4.427607287,,,,,,,570,-2.22E-07,55.3015854,570,-2.04E-08,5.09427894,,,,,,,570,-2.18E-08,5.423625706,570,-1.77E-08,4.417634637,,,,,,,570,-4.20E-08,10.48150447,570,-1.95E-08,4.869395682,,,,,,,570,-1.15E-07,28.71824023,570,-1.57E-08,3.903295213,,,,,,,570,-1.95E-07,48.5692987,570,-1.72E-08,4.297962837,,,,,,,570,-9.66E-08,24.09566763,570,-1.42E-08,3.543033231,,,,,,,570,-1.28E-07,31.88306071,570,-1.65E-08,4.101252316,,,,,,,570,-2.77E-07,69.18151968,,,,570,-2.76E-07,68.80006582,,,
575,-4.03E-07,575,-9.24E-08,22.9317571,575,-1.78E-08,4.428430694,,,,,,,575,-2.27E-07,56.39363056,575,-2.05E-08,5.098179346,,,,,,,575,-2.37E-08,5.889023715,575,-1.78E-08,4.417760374,,,,,,,575,-5.20E-08,12.91108646,575,-2.03E-08,5.048549953,,,,,,,575,-1.18E-07,29.28456749,575,-1.58E-08,3.90831466,,,,,,,575,-1.98E-07,49.23905734,575,-1.74E-08,4.317012708,,,,,,,575,-9.93E-08,24.64595632,575,-1.43E-08,3.537831245,,,,,,,575,-1.31E-07,32.45216347,575,-1.66E-08,4.11502108,,,,,,,575,-2.83E-07,70.24643475,,,,575,-2.80E-07,69.57470092,,,
580,-4.00E-07,580,-9.41E-08,23.52671996,580,-1.79E-08,4.471539633,,,,,,,580,-2.29E-07,57.32482802,580,-2.06E-08,5.1556987,,,,,,,580,-2.62E-08,6.54602195,580,-1.79E-08,4.46528818,,,,,,,580,-6.36E-08,15.90719842,580,-2.12E-08,5.28872963,,,,,,,580,-1.20E-07,29.94521226,580,-1.58E-08,3.961170972,,,,,,,580,-1.99E-07,49.84433881,580,-1.75E-08,4.378267947,,,,,,,580,-1.01E-07,25.15659891,580,-1.43E-08,3.573330799,,,,,,,580,-1.33E-07,33.14870707,580,-1.67E-08,4.167218878,,,,,,,580,-2.84E-07,71.00700913,,,,580,-2.82E-07,70.42162303,,,
585,-3.91E-07,585,-9.40E-08,24.04263154,585,-1.79E-08,4.568212503,,,,,,,585,-2.27E-07,58.05222568,585,-2.06E-08,5.260412405,,,,,,,585,-2.89E-08,7.397103347,585,-1.79E-08,4.568723918,,,,,,,585,-7.60E-08,19.43273873,585,-2.19E-08,5.591297766,,,,,,,585,-1.19E-07,30.49489608,585,-1.60E-08,4.087482612,,,,,,,585,-1.97E-07,50.37256567,585,-1.75E-08,4.473856477,,,,,,,585,-1.00E-07,25.63083013,585,-1.43E-08,3.649967269,,,,,,,585,-1.33E-07,33.88506464,585,-1.67E-08,4.263665003,,,,,,,585,-2.81E-07,71.86553883,,,,585,-2.79E-07,71.30809672,,,
590,-3.80E-07,590,-9.28E-08,24.43771319,590,-1.78E-08,4.690837734,,,,,,,590,-2.23E-07,58.73306028,590,-2.05E-08,5.396741779,,,,,,,590,-3.19E-08,8.413691378,590,-1.79E-08,4.705061174,,,,,,,590,-8.90E-08,23.4339071,590,-2.26E-08,5.945134398,,,,,,,590,-1.18E-07,31.12193966,590,-1.59E-08,4.178793905,,,,,,,590,-1.94E-07,51.1535473,590,-1.75E-08,4.600755949,,,,,,,590,-9.91E-08,26.09263674,590,-1.43E-08,3.756305066,,,,,,,590,-1.32E-07,34.6403972,590,-1.66E-08,4.380556031,,,,,,,590,-2.76E-07,72.57878864,,,,590,-2.75E-07,72.31328443,,,
595,-3.69E-07,595,-9.11E-08,24.70124277,595,-1.78E-08,4.815375352,,,,,,,595,-2.18E-07,59.23231731,595,-2.04E-08,5.529788931,,,,,,,595,-3.52E-08,9.543686634,595,-1.79E-08,4.849550033,,,,,,,595,-1.02E-07,27.78021883,595,-2.33E-08,6.326926937,,,,,,,595,-1.17E-07,31.70081423,595,-1.58E-08,4.297330578,,,,,,,595,-1.92E-07,52.02471426,595,-1.75E-08,4.733735835,,,,,,,595,-9.82E-08,26.63156981,595,-1.43E-08,3.870689515,,,,,,,595,-1.30E-07,35.2549811,595,-1.66E-08,4.508616902,,,,,,,595,-2.70E-07,73.2046087,,,,595,-2.70E-07,73.10669553,,,
600,-3.60E-07,600,-9.00E-08,25.01750622,600,-1.77E-08,4.919804819,,,,,,,600,-2.14E-07,59.59174373,600,-2.03E-08,5.653676863,,,,,,,600,-3.85E-08,10.68741108,600,-1.79E-08,4.977325271,,,,,,,600,-1.16E-07,32.29148142,600,-2.41E-08,6.687933487,,,,,,,600,-1.16E-07,32.32482661,600,-1.58E-08,4.402398631,,,,,,,600,-1.91E-07,53.04580518,600,-1.75E-08,4.850057798,,,,,,,600,-9.81E-08,27.2577472,600,-1.43E-08,3.960019118,,,,,,,600,-1.29E-07,35.77522008,600,-1.66E-08,4.620531745,,,,,,,600,-2.65E-07,73.58005068,,,,600,-2.65E-07,73.55448604,,,
605,-3.58E-07,605,-9.07E-08,25.34610395,605,-1.77E-08,4.951690821,,,,,,,605,-2.13E-07,59.51450394,605,-2.03E-08,5.679683306,,,,,,,605,-4.20E-08,11.74069601,605,-1.80E-08,5.027173913,,,,,,,605,-1.31E-07,36.67611603,605,-2.49E-08,6.958702362,,,,,,,605,-1.17E-07,32.73394167,605,-1.59E-08,4.441201467,,,,,,,605,-1.93E-07,53.8418098,605,-1.75E-08,4.898013956,,,,,,,605,-9.92E-08,27.7445093,605,-1.43E-08,3.986625514,,,,,,,605,-1.29E-07,36.12397119,605,-1.67E-08,4.656188495,,,,,,,605,-2.63E-07,73.45063965,,,,605,-2.63E-07,73.53478932,,,
610,-3.62E-07,610,-9.34E-08,25.78881686,610,-1.78E-08,4.900769766,,,,,,,610,-2.15E-07,59.3641976,610,-2.03E-08,5.610622108,,,,,,,610,-4.59E-08,12.67297647,610,-1.82E-08,5.012037947,,,,,,,610,-1.48E-07,40.83045269,610,-2.59E-08,7.150154064,,,,,,,610,-1.19E-07,32.96878969,610,-1.60E-08,4.407379593,,,,,,,610,-1.97E-07,54.36706904,610,-1.77E-08,4.875644693,,,,,,,610,-1.02E-07,28.17155731,610,-1.43E-08,3.948225783,,,,,,,610,-1.31E-07,36.22317691,610,-1.67E-08,4.614454372,,,,,,,610,-2.66E-07,73.43037318,,,,610,-2.65E-07,73.16559356,,,
615,-3.66E-07,615,-9.61E-08,26.23706445,615,-1.78E-08,4.856835648,,,,,,,615,-2.18E-07,59.58376998,615,-2.04E-08,5.556556196,,,,,,,615,-4.97E-08,13.56459043,615,-1.83E-08,4.980460222,,,,,,,615,-1.63E-07,44.57716575,615,-2.70E-08,7.365077286,,,,,,,615,-1.22E-07,33.41793293,615,-1.60E-08,4.374345035,,,,,,,615,-2.02E-07,54.99738014,615,-1.78E-08,4.856835648,,,,,,,615,-1.05E-07,28.54663348,615,-1.44E-08,3.919144616,,,,,,,615,-1.33E-07,36.33661907,615,-1.68E-08,4.586935639,,,,,,,615,-2.69E-07,73.47147629,,,,615,-2.68E-07,73.049297,,,
620,-3.53E-07,620,-9.51E-08,26.97281844,620,-1.78E-08,5.034147116,,,,,,,620,-2.11E-07,59.8456573,620,-2.03E-08,5.750839497,,,,,,,620,-5.14E-08,14.59136906,620,-1.83E-08,5.195523438,,,,,,,620,-1.70E-07,48.18969234,620,-2.74E-08,7.761094977,,,,,,,620,-1.19E-07,33.70212597,620,-1.60E-08,4.550868993,,,,,,,620,-1.96E-07,55.69156419,620,-1.78E-08,5.039819395,,,,,,,620,-1.03E-07,29.10049008,620,-1.43E-08,4.063336661,,,,,,,620,-1.29E-07,36.65851749,620,-1.68E-08,4.756489087,,,,,,,620,-2.60E-07,73.81959886,,,,620,-2.57E-07,72.85162454,,,
625,-3.40E-07,625,-9.40E-08,27.67212999,625,-1.77E-08,5.219406475,,,,,,,625,-2.04E-07,60.20029564,625,-2.03E-08,5.965582836,,,,,,,625,-5.29E-08,15.57871366,625,-1.84E-08,5.422587883,,,,,,,625,-1.75E-07,51.56861937,625,-2.77E-08,8.163181173,,,,,,,625,-1.16E-07,34.22546658,625,-1.61E-08,4.730004299,,,,,,,625,-1.92E-07,56.4714751,625,-1.78E-08,5.243847137,,,,,,,625,-1.01E-07,29.82614739,625,-1.43E-08,4.211744474,,,,,,,625,-1.26E-07,37.01052421,625,-1.68E-08,4.933185708,,,,,,,625,-2.51E-07,73.88147162,,,,625,-2.47E-07,72.70537518,,,
630,-3.33E-07,630,-9.44E-08,28.31041464,630,-1.77E-08,5.321736522,,,,,,,630,-2.02E-07,60.51135938,630,-2.03E-08,6.082027442,,,,,,,630,-5.47E-08,16.39139237,630,-1.86E-08,5.567069056,,,,,,,630,-1.81E-07,54.3243608,630,-2.83E-08,8.490665067,,,,,,,630,-1.16E-07,34.70105721,630,-1.61E-08,4.824173352,,,,,,,630,-1.90E-07,57.07850341,630,-1.79E-08,5.378420934,,,,,,,630,-1.01E-07,30.43233111,630,-1.43E-08,4.292419585,,,,,,,630,-1.24E-07,37.31783759,630,-1.68E-08,5.048511659,,,,,,,630,-2.47E-07,74.19869536,,,,630,-2.42E-07,72.51165929,,,
635,-3.29E-07,635,-9.52E-08,28.91105413,635,-1.78E-08,5.400371874,,,,,,,635,-1.99E-07,60.55586613,635,-2.03E-08,6.177843132,,,,,,,635,-5.64E-08,17.13140753,635,-1.87E-08,5.692645164,,,,,,,635,-1.87E-07,56.81069684,635,-2.89E-08,8.787035462,,,,,,,635,-1.16E-07,35.11654473,635,-1.62E-08,4.917300634,,,,,,,635,-1.91E-07,57.91112704,635,-1.81E-08,5.512177041,,,,,,,635,-1.02E-07,31.07576015,635,-1.44E-08,4.35979389,,,,,,,635,-1.24E-07,37.53585057,635,-1.69E-08,5.141822424,,,,,,,635,-2.45E-07,74.37929903,,,,635,-2.38E-07,72.17570425,,,
640,-3.35E-07,640,-9.80E-08,29.28393675,640,-1.79E-08,5.3445582,,,,,,,640,-2.04E-07,60.8861391,640,-2.05E-08,6.116516746,,,,,,,640,-5.97E-08,17.82256306,640,-1.90E-08,5.680646963,,,,,,,640,-1.96E-07,58.64733982,640,-3.03E-08,9.057666857,,,,,,,640,-1.18E-07,35.27737032,640,-1.65E-08,4.918547021,,,,,,,640,-1.95E-07,58.20579387,640,-1.84E-08,5.500204641,,,,,,,640,-1.05E-07,31.23504405,640,-1.44E-08,4.312989756,,,,,,,640,-1.27E-07,37.81342144,640,-1.71E-08,5.113030385,,,,,,,640,-2.50E-07,74.80917627,,,,640,-2.43E-07,72.45147625,,,
645,-3.37E-07,645,-9.98E-08,29.60178265,645,-1.80E-08,5.342598664,,,,,,,645,-2.06E-07,61.12863361,645,-2.05E-08,6.082895436,,,,,,,645,-6.23E-08,18.48664944,645,-1.93E-08,5.728027725,,,,,,,645,-2.04E-07,60.38774342,645,-3.15E-08,9.342574927,,,,,,,645,-1.20E-07,35.53305818,645,-1.66E-08,4.931949072,,,,,,,645,-1.98E-07,58.74929902,645,-1.87E-08,5.549703733,,,,,,,645,-1.06E-07,31.58381969,645,-1.45E-08,4.307073321,,,,,,,645,-1.28E-07,38.07380418,645,-1.73E-08,5.127185656,,,,,,,645,-2.53E-07,75.05748798,,,,645,-2.45E-07,72.75737552,,,
650,-4.47E-07,650,-1.33E-07,29.81649323,650,-1.93E-08,4.315318339,,,,,,,650,-2.75E-07,61.47946738,650,-2.23E-08,4.992503077,,,,,,,650,-8.35E-08,18.67628958,650,-2.11E-08,4.726865839,,,,,,,650,-2.53E-07,56.69553541,650,-3.73E-08,8.357166835,,,,,,,650,-1.58E-07,35.45574578,650,-1.81E-08,4.060646749,,,,,,,650,-2.44E-07,54.50777666,650,-2.07E-08,4.63936444,,,,,,,650,-1.49E-07,33.30894036,650,-1.53E-08,3.417254112,,,,,,,650,-1.71E-07,38.35850957,650,-1.91E-08,4.272127112,,,,,,,650,-3.36E-07,75.30356943,,,,650,-3.03E-07,67.78740069,,,
655,-4.70E-07,655,-1.41E-07,30.01012404,655,-1.97E-08,4.185950554,,,,,,,655,-2.91E-07,61.83385513,655,-2.28E-08,4.85528577,,,,,,,655,-9.02E-08,19.18952374,655,-2.20E-08,4.682794235,,,,,,,655,-2.73E-07,57.9769359,655,-4.03E-08,8.572680404,,,,,,,655,-1.67E-07,35.57940991,655,-1.88E-08,3.994104235,,,,,,,655,-2.58E-07,54.96163074,655,-2.15E-08,4.57453506,,,,,,,655,-1.58E-07,33.60947576,655,-1.55E-08,3.306052305,,,,,,,655,-1.82E-07,38.68957479,655,-1.97E-08,4.183823655,,,,,,,655,-3.56E-07,75.69315649,,,,655,-3.20E-07,68.05269606,,,
660,-4.95E-07,660,-1.50E-07,30.34295413,660,-2.01E-08,4.060635049,,,,,,,660,-3.08E-07,62.13518363,660,-2.34E-08,4.729671093,,,,,,,660,-9.74E-08,19.65714678,660,-2.30E-08,4.635218945,,,,,,,660,-2.93E-07,59.20494703,660,-4.36E-08,8.798984438,,,,,,,660,-1.78E-07,35.92854735,660,-1.95E-08,3.932075182,,,,,,,660,-2.75E-07,55.42827389,660,-2.24E-08,4.516346478,,,,,,,660,-1.68E-07,33.97270171,660,-1.59E-08,3.200071041,,,,,,,660,-1.94E-07,39.07513588,660,-2.03E-08,4.096155515,,,,,,,660,-3.77E-07,76.10219399,,,,660,-3.38E-07,68.22371435,,,
665,-5.22E-07,665,-1.60E-07,30.70107408,665,-2.06E-08,3.947622905,,,,,,,665,-3.25E-07,62.30675989,665,-2.41E-08,4.611911232,,,,,,,665,-1.05E-07,20.07533325,665,-2.41E-08,4.616890043,,,,,,,665,-3.15E-07,60.33074627,665,-4.72E-08,9.044585255,,,,,,,665,-1.89E-07,36.17910699,665,-2.02E-08,3.876004619,,,,,,,665,-2.92E-07,55.95839246,665,-2.34E-08,4.478440789,,,,,,,665,-1.80E-07,34.44954453,665,-1.62E-08,3.102756921,,,,,,,665,-2.05E-07,39.32839665,665,-2.10E-08,4.029964784,,,,,,,665,-4.00E-07,76.55516044,,,,665,-3.57E-07,68.3387813,,,
