wavelength  radiance
  2   3.19432686057e+20
  2.03206412826   3.60363063896e+20
  2.06412825651   4.04621321568e+20
  2.09619238477   4.52278092399e+20
  2.12825651303   5.03390583274e+20
  2.16032064128   5.58002357544e+20
  2.19238476954   6.16143252255e+20
  2.2244488978   6.77829421039e+20
  2.25651302605   7.43063492947e+20
  2.28857715431   8.11834836817e+20
  2.32064128257   8.84119920309e+20
  2.35270541082   9.59882752557e+20
  2.38476953908   1.03907539939e+21
  2.41683366733   1.12163856028e+21
  2.44889779559   1.20750219651e+21
  2.48096192385   1.29658620048e+21
  2.5130260521   1.38880109676e+21
  2.54509018036   1.48404876584e+21
  2.57715430862   1.58222318256e+21
  2.60921843687   1.68321116157e+21
  2.64128256513   1.7868931031e+21
  2.67334669339   1.89314373289e+21
  2.70541082164   2.00183283097e+21
  2.7374749499   2.11282594452e+21
  2.76953907816   2.22598508068e+21
  2.80160320641   2.34116937608e+21
  2.83366733467   2.45823573994e+21
  2.86573146293   2.57703946864e+21
  2.89779559118   2.69743482982e+21
  2.92985971944   2.81927561465e+21
  2.9619238477   2.94241565732e+21
  2.99398797595   3.06670932117e+21
  3.02605210421   3.19201195122e+21
  3.05811623246   3.31818029305e+21
  3.09018036072   3.44507287845e+21
  3.12224448898   3.57255037833e+21
  3.15430861723   3.70047592345e+21
  3.18637274549   3.82871539416e+21
  3.21843687375   3.95713767979e+21
  3.250501002   4.0856149091e+21
  3.28256513026   4.21402265281e+21
  3.31462925852   4.34224009965e+21
  3.34669338677   4.47015020697e+21
  3.37875751503   4.59763982765e+21
  3.41082164329   4.72459981424e+21
  3.44288577154   4.85092510213e+21
  3.4749498998   4.97651477268e+21
  3.50701402806   5.10127209809e+21
  3.53907815631   5.22510456894e+21
  3.57114228457   5.34792390593e+21
  3.60320641283   5.46964605706e+21
  3.63527054108   5.5901911813e+21
  3.66733466934   5.70948362012e+21
  3.6993987976   5.82745185781e+21
  3.73146292585   5.94402847185e+21
  3.76352705411   6.05915007417e+21
  3.79559118236   6.17275724435e+21
  3.82765531062   6.28479445572e+21
  3.85971943888   6.39520999509e+21
  3.89178356713   6.50395587704e+21
  3.92384769539   6.6109877535e+21
  3.95591182365   6.71626481924e+21
  3.9879759519   6.81974971405e+21
  4.02004008016   6.92140842222e+21
  4.05210420842   7.02121016971e+21
  4.08416833667   7.11912731979e+21
  4.11623246493   7.21513526749e+21
  4.14829659319   7.30921233322e+21
  4.18036072144   7.40133965623e+21
  4.2124248497   7.49150108797e+21
  4.24448897796   7.57968308589e+21
  4.27655310621   7.66587460797e+21
  4.30861723447   7.75006700812e+21
  4.34068136273   7.83225393282e+21
  4.37274549098   7.9124312192e+21
  4.40480961924   7.99059679467e+21
  4.43687374749   8.0667505784e+21
  4.46893787575   8.14089438465e+21
  4.50100200401   8.21303182822e+21
  4.53306613226   8.28316823201e+21
  4.56513026052   8.35131053685e+21
  4.59719438878   8.41746721366e+21
  4.62925851703   8.48164817801e+21
  4.66132264529   8.54386470709e+21
  4.69338677355   8.60412935912e+21
  4.7254509018   8.66245589535e+21
  4.75751503006   8.71885920446e+21
  4.78957915832   8.77335522956e+21
  4.82164328657   8.82596089758e+21
  4.85370741483   8.8766940513e+21
  4.88577154309   8.92557338376e+21
  4.91783567134   8.97261837511e+21
  4.9498997996   9.01784923196e+21
  4.98196392786   9.06128682904e+21
  5.01402805611   9.10295265325e+21
  5.04609218437   9.14286875004e+21
  5.07815631263   9.18105767194e+21
  5.11022044088   9.21754242945e+21
  5.14228456914   9.25234644401e+21
  5.17434869739   9.28549350305e+21
  5.20641282565   9.3170077172e+21
  5.23847695391   9.34691347938e+21
  5.27054108216   9.37523542595e+21
  5.30260521042   9.40199839967e+21
  5.33466933868   9.42722741452e+21
  5.36673346693   9.45094762231e+21
  5.39879759519   9.47318428098e+21
  5.43086172345   9.49396272459e+21
  5.4629258517   9.51330833491e+21
  5.49498997996   9.53124651454e+21
  5.52705410822   9.54780266157e+21
  5.55911823647   9.56300214564e+21
  5.59118236473   9.57687028538e+21
  5.62324649299   9.58943232725e+21
  5.65531062124   9.60071342562e+21
  5.6873747495   9.61073862405e+21
  5.71943887776   9.61953283782e+21
  5.75150300601   9.62712083756e+21
  5.78356713427   9.63352723398e+21
  5.81563126253   9.63877646363e+21
  5.84769539078   9.64289277566e+21
  5.87975951904   9.64590021956e+21
  5.91182364729   9.64782263379e+21
  5.94388777555   9.64868363527e+21
  5.97595190381   9.64850660973e+21
  6.00801603206   9.64731470286e+21
  6.04008016032   9.64513081213e+21
  6.07214428858   9.6419775795e+21
  6.10420841683   9.63787738463e+21
  6.13627254509   9.63285233886e+21
  6.16833667335   9.62692427978e+21
  6.2004008016   9.62011476638e+21
  6.23246492986   9.61244507478e+21
  6.26452905812   9.60393619445e+21
  6.29659318637   9.59460882496e+21
  6.32865731463   9.58448337323e+21
  6.36072144289   9.5735799512e+21
  6.39278557114   9.56191837388e+21
  6.4248496994   9.54951815793e+21
  6.45691382766   9.53639852047e+21
  6.48897795591   9.52257837836e+21
  6.52104208417   9.50807634776e+21
  6.55310621242   9.49291074401e+21
  6.58517034068   9.47709958184e+21
  6.61723446894   9.46066057583e+21
  6.64929859719   9.44361114112e+21
  6.68136272545   9.42596839441e+21
  6.71342685371   9.40774915515e+21
  6.74549098196   9.38896994698e+21
  6.77755511022   9.3696469993e+21
  6.80961923848   9.34979624912e+21
  6.84168336673   9.32943334301e+21
  6.87374749499   9.30857363924e+21
  6.90581162325   9.28723221008e+21
  6.9378757515   9.26542384418e+21
  6.96993987976   9.24316304918e+21
  7.00200400802   9.22046405428e+21
  7.03406813627   9.1973408131e+21
  7.06613226453   9.1738070065e+21
  7.09819639279   9.14987604551e+21
  7.13026052104   9.1255610744e+21
  7.1623246493   9.10087497376e+21
  7.19438877756   9.07583036368e+21
  7.22645290581   9.05043960697e+21
  7.25851703407   9.0247148124e+21
  7.29058116232   8.99866783807e+21
  7.32264529058   8.97231029472e+21
  7.35470941884   8.94565354916e+21
  7.38677354709   8.91870872763e+21
  7.41883767535   8.89148671927e+21
  7.45090180361   8.86399817958e+21
  7.48296593186   8.83625353384e+21
  7.51503006012   8.80826298065e+21
  7.54709418838   8.78003649535e+21
  7.57915831663   8.7515838335e+21
  7.61122244489   8.72291453441e+21
  7.64328657315   8.69403792455e+21
  7.6753507014   8.66496312105e+21
  7.70741482966   8.6356990351e+21
  7.73947895792   8.60625437547e+21
  7.77154308617   8.57663765183e+21
  7.80360721443   8.54685717822e+21
  7.83567134269   8.51692107639e+21
  7.86773547094   8.48683727915e+21
  7.8997995992   8.45661353375e+21
  7.93186372745   8.42625740512e+21
  7.96392785571   8.39577627917e+21
  7.99599198397   8.36517736605e+21
  8.02805611222   8.33446770331e+21
  8.06012024048   8.30365415917e+21
  8.09218436874   8.27274343557e+21
  8.12424849699   8.24174207135e+21
  8.15631262525   8.2106564453e+21
  8.18837675351   8.17949277921e+21
  8.22044088176   8.14825714088e+21
  8.25250501002   8.11695544708e+21
  8.28456913828   8.08559346648e+21
  8.31663326653   8.05417682254e+21
  8.34869739479   8.0227109964e+21
  8.38076152305   7.99120132962e+21
  8.4128256513   7.95965302703e+21
  8.44488977956   7.92807115945e+21
  8.47695390782   7.89646066633e+21
  8.50901803607   7.86482635848e+21
  8.54108216433   7.83317292066e+21
  8.57314629259   7.80150491414e+21
  8.60521042084   7.76982677925e+21
  8.6372745491   7.73814283788e+21
  8.66933867735   7.70645729595e+21
  8.70140280561   7.67477424579e+21
  8.73346693387   7.64309766856e+21
  8.76553106212   7.61143143655e+21
  8.79759519038   7.57977931554e+21
  8.82965931864   7.54814496698e+21
  8.86172344689   7.51653195028e+21
  8.89378757515   7.48494372496e+21
  8.92585170341   7.45338365282e+21
  8.95791583166   7.42185500003e+21
  8.98997995992   7.3903609392e+21
  9.02204408818   7.35890455143e+21
  9.05410821643   7.3274888283e+21
  9.08617234469   7.29611667383e+21
  9.11823647295   7.26479090642e+21
  9.1503006012   7.23351426071e+21
  9.18236472946   7.20228938947e+21
  9.21442885772   7.1711188654e+21
  9.24649298597   7.14000518292e+21
  9.27855711423   7.10895075994e+21
  9.31062124248   7.07795793956e+21
  9.34268537074   7.04702899174e+21
  9.374749499   7.01616611501e+21
  9.40681362725   6.98537143805e+21
  9.43887775551   6.95464702128e+21
  9.47094188377   6.92399485844e+21
  9.50300601202   6.89341687811e+21
  9.53507014028   6.86291494521e+21
  9.56713426854   6.83249086245e+21
  9.59919839679   6.80214637182e+21
  9.63126252505   6.77188315596e+21
  9.66332665331   6.74170283953e+21
  9.69539078156   6.71160699062e+21
  9.72745490982   6.68159712203e+21
  9.75951903808   6.65167469259e+21
  9.79158316633   6.62184110843e+21
  9.82364729459   6.59209772423e+21
  9.85571142285   6.56244584444e+21
  9.8877755511   6.53288672449e+21
  9.91983967936   6.50342157192e+21
  9.95190380762   6.47405154761e+21
  9.98396793587   6.4447777668e+21
  10.0160320641   6.41560130027e+21
  10.0480961924   6.38652317541e+21
  10.0801603206   6.35754437722e+21
  10.1122244489   6.3286658494e+21
  10.1442885772   6.29988849533e+21
  10.1763527054   6.27121317909e+21
  10.2084168337   6.24264072638e+21
  10.2404809619   6.21417192552e+21
  10.2725450902   6.18580752832e+21
  10.3046092184   6.15754825106e+21
  10.3366733467   6.12939477532e+21
  10.3687374749   6.10134774884e+21
  10.4008016032   6.07340778645e+21
  10.4328657315   6.0455754708e+21
  10.4649298597   6.01785135325e+21
  10.496993988   5.99023595463e+21
  10.5290581162   5.96272976602e+21
  10.5611222445   5.93533324951e+21
  10.5931863727   5.90804683898e+21
  10.625250501   5.88087094077e+21
  10.6573146293   5.85380593445e+21
  10.6893787575   5.82685217345e+21
  10.7214428858   5.80000998582e+21
  10.753507014   5.77327967482e+21
  10.7855711423   5.74666151965e+21
  10.8176352705   5.720155776e+21
  10.8496993988   5.69376267674e+21
  10.8817635271   5.66748243249e+21
  10.9138276553   5.64131523225e+21
  10.9458917836   5.61526124395e+21
  10.9779559118   5.58932061501e+21
  11.0100200401   5.56349347296e+21
  11.0420841683   5.53777992589e+21
  11.0741482966   5.51218006305e+21
  11.1062124248   5.48669395536e+21
  11.1382765531   5.4613216559e+21
  11.1703406814   5.43606320038e+21
  11.2024048096   5.41091860769e+21
  11.2344689379   5.38588788033e+21
  11.2665330661   5.36097100487e+21
  11.2985971944   5.33616795241e+21
  11.3306613226   5.31147867904e+21
  11.3627254509   5.28690312623e+21
  11.3947895792   5.2624412213e+21
  11.4268537074   5.23809287779e+21
  11.4589178357   5.21385799588e+21
  11.4909819639   5.18973646279e+21
  11.5230460922   5.16572815314e+21
  11.5551102204   5.14183292934e+21
  11.5871743487   5.11805064198e+21
  11.619238477   5.09438113014e+21
  11.6513026052   5.07082422175e+21
  11.6833667335   5.04737973397e+21
  11.7154308617   5.02404747348e+21
  11.74749499   5.00082723681e+21
  11.7795591182   4.97771881069e+21
  11.8116232465   4.95472197231e+21
  11.8436873747   4.93183648967e+21
  11.875751503   4.90906212184e+21
  11.9078156313   4.88639861926e+21
  11.9398797595   4.86384572404e+21
  11.9719438878   4.84140317021e+21
  12.004008016   4.81907068398e+21
  12.0360721443   4.79684798404e+21
  12.0681362725   4.77473478178e+21
  12.1002004008   4.75273078154e+21
  12.1322645291   4.7308356809e+21
  12.1643286573   4.70904917086e+21
  12.1963927856   4.68737093607e+21
  12.2284569138   4.66580065513e+21
  12.2605210421   4.64433800073e+21
  12.2925851703   4.62298263988e+21
  12.3246492986   4.60173423417e+21
  12.3567134269   4.58059243992e+21
  12.3887775551   4.55955690839e+21
  12.4208416834   4.538627286e+21
  12.4529058116   4.51780321451e+21
  12.4849699399   4.49708433116e+21
  12.5170340681   4.47647026893e+21
  12.5490981964   4.45596065666e+21
  12.5811623246   4.43555511923e+21
  12.6132264529   4.41525327774e+21
  12.6452905812   4.39505474966e+21
  12.6773547094   4.37495914902e+21
  12.7094188377   4.35496608651e+21
  12.7414829659   4.33507516968e+21
  12.7735470942   4.31528600307e+21
  12.8056112224   4.29559818834e+21
  12.8376753507   4.27601132444e+21
  12.869739479   4.25652500772e+21
  12.9018036072   4.23713883208e+21
  12.9338677355   4.21785238908e+21
  12.9659318637   4.19866526809e+21
  12.997995992   4.17957705639e+21
