wavelength   radiance
  2   2.63491963037e+20
  2.03206412826   2.98158696693e+20
  2.06412825651   3.3576402347e+20
  2.09619238477   3.7638300664e+20
  2.12825651303   4.2007926108e+20
  2.16032064128   4.66904637095e+20
  2.19238476954   5.16899024848e+20
  2.2244488978   5.70090273393e+20
  2.25651302605   6.26494217115e+20
  2.28857715431   6.86114801583e+20
  2.32064128257   7.48944300129e+20
  2.35270541082   8.14963612151e+20
  2.38476953908   8.84142633886e+20
  2.41683366733   9.56440692443e+20
  2.44889779559   1.03180703396e+21
  2.48096192385   1.11018135711e+21
  2.5130260521   1.19149438331e+21
  2.54509018036   1.27566845587e+21
  2.57715430862   1.36261816023e+21
  2.60921843687   1.45225095846e+21
  2.64128256513   1.54446783154e+21
  2.67334669339   1.63916392363e+21
  2.70541082164   1.73622918287e+21
  2.7374749499   1.83554899425e+21
  2.76953907816   1.9370048003e+21
  2.80160320641   2.04047470594e+21
  2.83366733467   2.14583406465e+21
  2.86573146293   2.2529560431e+21
  2.89779559118   2.36171216232e+21
  2.92985971944   2.47197281365e+21
  2.9619238477   2.58360774808e+21
  2.99398797595   2.6964865382e+21
  3.02605210421   2.81047901189e+21
  3.05811623246   2.92545565764e+21
  3.09018036072   3.04128800123e+21
  3.12224448898   3.15784895407e+21
  3.15430861723   3.27501313335e+21
  3.18637274549   3.39265715472e+21
  3.21843687375   3.51065989794e+21
  3.250501002   3.62890274651e+21
  3.28256513026   3.74726980192e+21
  3.31462925852   3.86564807368e+21
  3.34669338677   3.98392764608e+21
  3.37875751503   4.10200182266e+21
  3.41082164329   4.21976724975e+21
  3.44288577154   4.3371240199e+21
  3.4749498998   4.45397575662e+21
  3.50701402806   4.57022968138e+21
  3.53907815631   4.68579666407e+21
  3.57114228457   4.80059125813e+21
  3.60320641283   4.91453172126e+21
  3.63527054108   5.02754002293e+21
  3.66733466934   5.13954183968e+21
  3.6993987976   5.25046653924e+21
  3.73146292585   5.36024715437e+21
  3.76352705411   5.46882034742e+21
  3.79559118236   5.57612636646e+21
  3.82765531062   5.68210899384e+21
  3.85971943888   5.78671548798e+21
  3.89178356713   5.88989651914e+21
  3.92384769539   5.99160609987e+21
  3.95591182365   6.09180151088e+21
  3.9879759519   6.19044322284e+21
  4.02004008016   6.28749481489e+21
  4.05210420842   6.38292289015e+21
  4.08416833667   6.47669698905e+21
  4.11623246493   6.56878950064e+21
  4.14829659319   6.65917557259e+21
  4.18036072144   6.74783302013e+21
  4.2124248497   6.83474223431e+21
  4.24448897796   6.91988609003e+21
  4.27655310621   7.00324985396e+21
  4.30861723447   7.08482109288e+21
  4.34068136273   7.16458958246e+21
  4.37274549098   7.2425472169e+21
  4.40480961924   7.31868791942e+21
  4.43687374749   7.39300755412e+21
  4.46893787575   7.46550383897e+21
  4.50100200401   7.5361762604e+21
  4.53306613226   7.60502598948e+21
