wavelength   radiance
  2   1.44406129725e+15
  2.03206412826   1.97825255084e+15
  2.06412825651   2.68105146047e+15
  2.09619238477   3.59647308748e+15
  2.12825651303   4.77753808266e+15
  2.16032064128   6.28755949392e+15
  2.19238476954   8.20151372815e+15
  2.2244488978   1.06074868022e+16
  2.25651302605   1.36081851568e+16
  2.28857715431   1.7322498592e+16
  2.32064128257   2.1887101356e+16
  2.35270541082   2.74580761121e+16
  2.38476953908   3.42125444542e+16
  2.41683366733   4.23502868534e+16
  2.44889779559   5.20953344175e+16
  2.48096192385   6.36975146287e+16
  2.5130260521   7.74339332973e+16
  2.54509018036   9.36103753169e+16
  2.57715430862   1.12562607421e+17
  2.60921843687   1.34657567e+17
  2.64128256513   1.60294422105e+17
  2.67334669339   1.89905489061e+17
  2.70541082164   2.23956995519e+17
  2.7374749499   2.62949678384e+17
  2.76953907816   3.07419207709e+17
  2.80160320641   3.57936429406e+17
  2.83366733467   4.15107421438e+17
  2.86573146293   4.79573359932e+17
  2.89779559118   5.52010193493e+17
  2.92985971944   6.3312812574e+17
  2.9619238477   7.23670907781e+17
  2.99398797595   8.24414944009e+17
  3.02605210421   9.36168216092e+17
  3.05811623246   1.05976903148e+18
  3.09018036072   1.19608460401e+18
  3.12224448898   1.34600947548e+18
  3.15430861723   1.51046378794e+18
  3.18637274549   1.6903914174e+18
  3.21843687375   1.88675798059e+18
  3.250501002   2.1005487267e+18
  3.28256513026   2.33276632679e+18
  3.31462925852   2.58442857375e+18
  3.34669338677   2.85656600606e+18
  3.37875751503   3.15021946842e+18
  3.41082164329   3.46643762269e+18
  3.44288577154   3.8062744221e+18
  3.4749498998   4.17078656175e+18
  3.50701402806   4.56103091781e+18
  3.53907815631   4.97806198786e+18
  3.57114228457   5.42292934389e+18
  3.60320641283   5.89667510924e+18
  3.63527054108   6.4003314703e+18
  3.66733466934   6.93491823266e+18
  3.6993987976   7.50144043152e+18
  3.73146292585   8.10088600463e+18
  3.76352705411   8.73422353621e+18
  3.79559118236   9.40240007878e+18
  3.82765531062   1.01063390597e+19
  3.85971943888   1.08469382786e+19
  3.89178356713   1.16250679996e+19
  3.92384769539   1.2441569145e+19
  3.95591182365   1.32972515924e+19
  3.9879759519   1.41928925783e+19
  4.02004008016   1.51292352128e+19
