wavelength   radiance
  2   7.00536510004e+15
  2.03206412826   9.36062541165e+15
  2.06412825651   1.23834736855e+16
  2.09619238477   1.62274075462e+16
  2.12825651303   2.10725828252e+16
  2.16032064128   2.71287419599e+16
  2.19238476954   3.4638199608e+16
  2.2244488978   4.38788516805e+16
  2.25651302605   5.51671720224e+16
  2.28857715431   6.88611596646e+16
  2.32064128257   8.53631989716e+16
  2.35270541082   1.05122795096e+17
  2.38476953908   1.28639147922e+17
  2.41683366733   1.56463529073e+17
  2.44889779559   1.89201428573e+17
  2.48096192385   2.27514440238e+17
  2.5130260521   2.72121857891e+17
  2.54509018036   3.23801957822e+17
  2.57715430862   3.83392946581e+17
  2.60921843687   4.51793557103e+17
  2.64128256513   5.29963280143e+17
  2.67334669339   6.18922222144e+17
  2.70541082164   7.19750584709e+17
  2.7374749499   8.33587764903e+17
  2.76953907816   9.61631079464e+17
  2.80160320641   1.10513411974e+18
  2.83366733467   1.26540474764e+18
  2.86573146293   1.44380274609e+18
  2.89779559118   1.64173714041e+18
  2.92985971944   1.86066320968e+18
  2.9619238477   2.1020792094e+18
  2.99398797595   2.36752282863e+18
  3.02605210421   2.65856740653e+18
  3.05811623246   2.97681793449e+18
  3.09018036072   3.32390687064e+18
  3.12224448898   3.70148979479e+18
  3.15430861723   4.11124093142e+18
  3.18637274549   4.55484856898e+18
  3.21843687375   5.03401040324e+18
  3.250501002   5.55042883194e+18
  3.28256513026   6.10580622748e+18
  3.31462925852   6.7018402134e+18
  3.34669338677   7.34021896923e+18
  3.37875751503   8.02261658752e+18
  3.41082164329   8.75068850486e+18
  3.44288577154   9.52606702814e+18
  3.4749498998   1.03503569749e+19
  3.50701402806   1.12251314459e+19
  3.53907815631   1.21519277457e+19
  3.57114228457   1.31322434665e+19
  3.60320641283   1.4167532747e+19
  3.63527054108   1.52592027185e+19
  3.66733466934   1.64086101487e+19
  3.6993987976   1.76170582886e+19
  3.73146292585   1.88857939334e+19
  3.76352705411   2.02160046982e+19
  3.79559118236   2.1608816516e+19
  3.82765531062   2.30652913583e+19
  3.85971943888   2.45864251808e+19
  3.89178356713   2.6173146093e+19
  3.92384769539   2.78263127528e+19
  3.95591182365   2.95467129814e+19
